Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,09-03-2026,23868.05,24078.15,23697.8,24028.05,-422.4,-1.73,526901605,40569.31,21.02,3.27,1.3
Nifty Next 50,09-03-2026,66198.25,66202.4,64998.8,66070.65,-1406.0,-2.08,297291159,12302.29,18.46,3.43,1.39
Nifty 100,09-03-2026,24556.75,24733.15,24338.75,24685.65,-449.25,-1.79,824192764,52871.6,20.55,3.29,1.32
Nifty 200,09-03-2026,13401.95,13481.85,13262.2,13456.55,-249.45,-1.82,1835221332,71156.95,21.93,3.41,1.23
Nifty 500,09-03-2026,21995.15,22090.7,21743.15,22056.55,-424.75,-1.89,2556919036,91453.39,22.37,3.43,1.18
Nifty Midcap 50,09-03-2026,15991.25,16038.2,15732.65,16005.45,-295.4,-1.81,427637707,11740.36,30.86,4.26,.85
NIFTY Midcap 100,09-03-2026,56328.8,56362.8,55341.7,56265.5,-1127.85,-1.97,1011028568,18285.34,31.31,4.09,.86
NIFTY Smallcap 100,09-03-2026,16199.35,16199.35,15896.95,16132.2,-366.7,-2.22,370537200,11041.52,28.72,3.49,.79
Nifty50 Dividend Points,09-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,09-03-2026,26478.45,26478.45,25733.5,25965.95,-1110.45,-4.1,66608566,5215.09,30.7,4.45,1.22
Nifty Bank,09-03-2026,56121.4,56274.15,55270.6,56019.8,-1763.45,-3.05,374097683,12357.84,15.01,1.96,1.05
Nifty Energy,09-03-2026,35854.4,35942.65,35289,35657.75,-661.85,-1.82,518548796,13801.37,14.97,2.31,1.9
Nifty Financial Services,09-03-2026,25882.45,26070.75,25557.9,26039.3,-613.15,-2.3,182030517,15368.22,16.63,2.74,.88
Nifty FMCG,09-03-2026,49299.4,49321.6,48740.95,49192.4,-778.2,-1.56,29849547,2054.92,35.48,8.81,1.67
Nifty IT,09-03-2026,29688.05,30241.1,29533.9,30162.05,23.65,.08,46507651,4033.85,21.43,5.6,3.51
Nifty Media,09-03-2026,1325.5,1340.35,1302.55,1331.7,-22.85,-1.69,21095486,331.01,27.95,1.4,1.36
Nifty Metal,09-03-2026,11751.7,11803.85,11516.65,11688.8,-311.65,-2.6,144396542,5108.64,19.83,3.04,1.57
Nifty MNC,09-03-2026,30346.65,30346.7,29802.65,30140.9,-678.4,-2.2,48372298,4512.88,37.29,8.65,1.54
Nifty Pharma,09-03-2026,22638.85,22977.95,22506.25,22933.75,-36.45,-.16,21116948,2829.94,34.32,5,.69
Nifty PSU Bank,09-03-2026,8919.3,8920.1,8595.8,8819.3,-365.05,-3.97,195249941,4810,8.75,1.44,2.18
Nifty Realty,09-03-2026,726.1,734.3,714.95,732.8,-9.2,-1.24,13479777,1300.82,33.01,3.55,.41
Nifty India Consumption,09-03-2026,10970.75,10996.2,10843.1,10972.55,-221.9,-1.98,126994251,12878.49,36.68,7.4,1.02
Nifty Commodities,09-03-2026,9547.75,9587.15,9422.3,9514.45,-212.25,-2.18,371729920,15343.33,15.99,2.26,1.66
Nifty Dividend Opportunities 50,09-03-2026,6009.8,6022.85,5936.2,6011.5,-115.75,-1.89,596819221,21451.4,13.81,2.79,2.85
Nifty Infrastructure,09-03-2026,9027.2,9119.8,8942.8,9095.8,-141.25,-1.53,399233647,19312.4,20.56,2.98,1.01
Nifty PSE,09-03-2026,10169.1,10195.35,9992.1,10080.65,-246.75,-2.39,363477184,10304.3,10.93,2.02,2.86
Nifty Services Sector,09-03-2026,30384.05,30749,30142.25,30705.4,-525.1,-1.68,332086603,24962.46,19.87,3.23,1.37
Nifty50 Shariah,09-03-2026,4302.4,4329.25,4271.75,4319.85,-45.55,-1.04,115349417,9004.33,24.03,4.15,2.18
Nifty500 Shariah,09-03-2026,6571.55,6573.4,6483.55,6562.8,-112.3,-1.68,614304517,28606.06,26.32,4.44,1.46
Nifty Low Volatility 50,09-03-2026,24049.95,24145.7,23834.3,24099.7,-392.75,-1.6,257358406,28584.72,29.15,4.85,1.23
Nifty Alpha 50,09-03-2026,47968.75,48237.25,47170.75,48170.45,-957.55,-1.95,213299042,19561.73,29.93,4.16,.62
Nifty High Beta 50,09-03-2026,3570.8,3584.35,3500.5,3578.1,-75.5,-2.07,829255294,15763.25,21.56,2.78,1.16
Nifty100 Equal Weight,09-03-2026,32188.25,32238.5,31745.2,32182.15,-653.45,-1.99,824192764,52871.6,21.47,3.57,1.31
Nifty100 Liquid 15,09-03-2026,7090.45,7150.8,7006.15,7135.8,-141.3,-1.94,258500852,17849.29,22.87,3.22,.93
Nifty CPSE,09-03-2026,7116.1,7157.35,6972.6,7038.25,-126.55,-1.77,180592748,5380.92,14.44,2.25,2.71
Nifty50 Value 20,09-03-2026,12297.15,12346.45,12174.45,12305.65,-246.9,-1.97,259665061,16318.91,16.37,2.83,1.99
Nifty Midcap Liquid 15,09-03-2026,14437.55,14524.8,14187.5,14492.8,-209.55,-1.43,253821455,4830.39,34.43,4.11,.7
Nifty Shariah 25,09-03-2026,7584.85,7584.85,7503.45,7563.2,-129.85,-1.69,105381547,7838.54,26.9,4.77,1.81
India VIX,09-03-2026,19.88,24.4925,19.2175,23.36,3.48,17.52,-,-,-,-,-
Nifty Growth Sectors 15,09-03-2026,11055,11090.5,10943.7,11070.4,-170.05,-1.51,55752217,7875.8,28.48,6.57,1.92
Nifty50 TR 1x Inverse,09-03-2026,179.9,181.15,178.4,178.75,3.1,1.76,-,-,-,-,-
Nifty50 TR 2x Leverage,09-03-2026,18152.9,18477,17887.45,18402.5,-666.6,-3.5,-,-,-,-,-
Nifty50 PR 1x Inverse,09-03-2026,220.15,221.6,218.3,218.7,3.8,1.77,-,-,-,-,-
Nifty50 PR 2x Leverage,09-03-2026,12103.05,12319.15,11926.05,12269.45,-444.45,-3.5,-,-,-,-,-
NIFTY100 Quality 30,09-03-2026,5429,5429.15,5357.9,5404.5,-94.25,-1.71,123329779,11650.03,29.3,7.42,1.93
NIFTY200 Quality 30,09-03-2026,19584.55,19586.45,19345.5,19524.4,-306.95,-1.55,96172745,10583.43,29.94,9.61,2.07
NIFTY Midcap150 Quality 50,09-03-2026,22302.25,22306.5,21953.75,22211.05,-444.55,-1.96,99632129,5465.68,30.52,7.3,1.49
Nifty200 Momentum 30,09-03-2026,29387.45,29524.6,28882.65,29476.95,-698.9,-2.32,182804384,15987,25.2,4.35,.86
Nifty India Manufacturing,09-03-2026,15204.4,15205.35,14924.8,15119.55,-365.2,-2.36,379004387,23213.94,27.46,4.29,1.03
Nifty100 ESG Sector Leaders,09-03-2026,3934,3979.8,3909.4,3972.2,-60.65,-1.5,506646677,34338.44,21.26,3.41,1.31
Nifty200 Alpha 30,09-03-2026,23961,24080.65,23527.05,24036.75,-535.0,-2.18,164515908,14912.56,27.14,4.49,.71
Nifty Midcap150 Momentum 50,09-03-2026,58581,58712.85,57541.15,58628.2,-1228.4,-2.05,628146738,10019.01,30.61,4.78,.84
Nifty Smallcap250 Quality 50,09-03-2026,22955.45,22992.4,22579.05,22931.8,-438.6,-1.88,78865047,2840.93,22.08,4.68,1.88
Nifty Smallcap250 Momentum Quality 100,09-03-2026,39956.6,39956.6,39173.05,39787.95,-865.8,-2.13,210179588,10346.58,25.82,4.39,1
Nifty MidSmallcap400 Momentum Quality 100,09-03-2026,45168.5,45247.95,44419.4,45194.95,-787.25,-1.71,291103225,14720.66,27.02,5.8,1.03
Nifty500 Momentum 50,09-03-2026,49425.15,49656.3,48643.15,49580.3,-1145.0,-2.26,173693597,17376.48,27.99,4.61,.75
Nifty Top 10 Equal Weight,09-03-2026,8771.05,8867.65,8726,8851.25,-127.1,-1.42,144911503,16075.82,19.29,3.28,1.4
Nifty500 Multicap Momentum Quality 50,09-03-2026,38961.05,39115.3,38376.1,39052.1,-639.7,-1.61,143496988,12428.68,31.42,7.56,1.13
Nifty Top 15 Equal Weight,09-03-2026,9910.25,9957.85,9813.85,9941.3,-203.9,-2.01,184875043,22094.76,20.25,3.51,1.32
Nifty Top 20 Equal Weight,09-03-2026,8754.9,8800.7,8671.1,8785.05,-172.0,-1.92,257566936,25044.51,23.74,3.48,1.32
Nifty500 Quality 50,09-03-2026,17843.75,17845.25,17565.2,17795.05,-274.8,-1.52,220667736,11006.69,28.49,9.56,1.73
Nifty500 Low Volatility 50,09-03-2026,21878.5,21902.9,21646.4,21852.65,-412.25,-1.85,237820960,13883.5,23.32,4.39,1.76
NIFTY100 ESG,09-03-2026,4752.05,4780.1,4701.75,4772.6,-89.15,-1.83,707236745,43378.81,21.5,3.72,1.37
NIFTY100 Enhanced ESG,09-03-2026,4786.05,4814.65,4735.45,4807.05,-89.5,-1.83,694937085,42414.75,21.52,3.73,1.37
NIFTY500 Value 50,09-03-2026,15946.95,15970.6,15622.4,15802.1,-490.95,-3.01,721429813,19417.39,9.77,1.52,2.52
NIFTY100 Alpha 30,09-03-2026,17242.45,17249.4,16962.05,17191.3,-463.1,-2.62,268726661,20448.81,26.58,4.98,.81
Nifty500 Multifactor MQVLv 50,09-03-2026,30735.55,30739.4,30143.05,30473.25,-817.05,-2.61,346412492,15105.63,14.24,2.79,2.04
NIFTY Alpha Low-Volatility 30,09-03-2026,25795.5,25866.4,25514.75,25817.65,-528.85,-2.01,178909309,21222.62,30.6,4.57,.73
NIFTY50 Equal Weight,09-03-2026,31426.65,31556.8,31100.95,31478.1,-621.45,-1.94,526901605,40569.31,23.86,3.57,1.38
Nifty500 Equal Weight,09-03-2026,13084.6,13084.8,12848.25,13017.9,-306.65,-2.3,2556919036,91453.39,24.1,3.39,.98
Nifty 50 Futures Index,09-03-2026,-,-,-,6042.38,-106.01,-1.72,-,-,-,-,-
Nifty 50 Arbitrage,09-03-2026,-,-,-,2647.3,0.34,.01,-,-,-,-,-
Nifty 50 Futures TR Index,09-03-2026,-,-,-,25677.47,-437.03,-1.67,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,09-03-2026,-,-,-,34206.55,-1158.51,-3.28,6544654,1458.69,24.49,4.29,1.44
Nifty India Corporate Group Index - Aditya Birla Group,09-03-2026,-,-,-,8707.44,-254.08,-2.84,441692519,2339.05,81.76,3,.49
Nifty India Corporate Group Index - Tata Group,09-03-2026,-,-,-,14316.12,-273.84,-1.88,97870138,4533.5,29.81,5.19,2.12
Nifty India Corporate Group Index - Tata Group 25% Cap,09-03-2026,14106.05,14145.1,13925.1,14092.7,-312.7,-2.17,76490579,3661.12,34.46,4.46,1.59
Nifty Private Bank,09-03-2026,26653.4,26804.1,26329.85,26657.15,-761.45,-2.78,273698935,8372.81,18.67,2.1,.58
Nifty Smallcap 250,09-03-2026,15146.35,15146.95,14854.85,15063.5,-358.7,-2.33,602440016,17844.91,24.78,3.22,.79
Nifty Smallcap 50,09-03-2026,7934.75,7943.45,7795.95,7926.15,-165.7,-2.05,173041908,5974.78,28.55,3.51,.81
Nifty Midcap 150,09-03-2026,20790.05,20793.75,20423.55,20749.45,-432.35,-2.04,1130286256,20736.87,30.91,4.2,.87
Nifty Midcap Select,09-03-2026,12910.85,12971.6,12681.1,12942.3,-224.6,-1.71,282860179,7898.66,27.21,4.27,.86
NIFTY LargeMidcap 250,09-03-2026,15619.25,15668.95,15414.45,15644.5,-305.45,-1.92,1954479020,73608.48,24.71,3.69,1.09
NIFTY SME EMERGE,09-03-2026,12390.7,12390.7,12165.65,12197.5,-261.9,-2.1,-,-,20.2,3.22,.27
Nifty Oil & Gas,09-03-2026,11610.65,11620.7,11383.6,11507.8,-279.5,-2.37,231598579,9199.6,9.72,1.57,2.25
Nifty Financial Services 25/50,09-03-2026,28080.35,28304.5,27723.85,28275.35,-639.8,-2.21,182030517,15368.22,16.43,2.85,.98
Nifty Healthcare Index,09-03-2026,14581,14809.45,14482.6,14772.4,-19.25,-.13,25304640,3363.43,37.52,5.54,.57
Nifty500 Multicap 50:25:25,09-03-2026,15171.55,15200.8,14967.3,15183.3,-307.35,-1.98,2556919036,91453.39,23.53,3.46,1.08
Nifty Microcap 250,09-03-2026,20066.15,20104.3,19650.3,19919.95,-545.4,-2.66,331081307,5014.86,23.37,2.54,.87
Nifty Total Market,09-03-2026,12325.65,12373.75,12180.9,12355.6,-241.5,-1.92,2888000343,96468.24,22.41,3.39,1.17
Nifty India Digital,09-03-2026,7494.8,7623.8,7424.65,7612.5,-19.05,-.25,544321952,8678.73,56.31,7.21,1.8
Nifty Mobility,09-03-2026,21317,21317.7,20887.05,21156.2,-727.1,-3.32,299898071,16148.79,30.54,4.34,1.1
Nifty India Defence,09-03-2026,8522.5,8522.7,8221.35,8340.6,-183.25,-2.15,41197013,5251.15,53.64,11.13,.64
