Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,02-01-2026,26155.1,26340,26118.4,26328.55,182.0,.7,357547806,23770.13,22.92,3.58,1.28
Nifty Next 50,02-01-2026,69823.65,70461.3,69792.15,70416.9,741.5,1.06,256123493,10903.25,20.48,3.66,1.4
Nifty 100,02-01-2026,26739.85,26936,26723.25,26925.3,202.05,.76,613671299,34673.37,22.48,3.59,1.29
Nifty 200,02-01-2026,14574.75,14682.45,14565.7,14677.15,116.9,.8,2595310218,53473.18,24,3.73,1.2
Nifty 500,02-01-2026,23935.95,24107.7,23921.45,24099.0,189.45,.79,3709759369,76298.98,24.69,3.75,1.14
Nifty Midcap 50,02-01-2026,17390.15,17514,17350.8,17505.7,163.0,.94,370862724,9960.8,34.21,4.66,.78
NIFTY Midcap 100,02-01-2026,60913.1,61398.4,60809.2,61365.9,615.45,1.01,1981638919,18799.81,34.34,4.46,.78
NIFTY Smallcap 100,02-01-2026,17744.5,17845.25,17699.1,17832.05,127.15,.72,574014975,11650.66,32.4,3.86,.74
Nifty50 Dividend Points,02-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,02-01-2026,28548.25,28867.05,28486.55,28803.65,323.1,1.13,63269662,5366.28,31.28,4.94,1.09
Nifty Bank,02-01-2026,59757.4,60203.75,59738.25,60150.95,439.4,.74,250440812,6633.49,16.56,2.21,.97
Nifty Energy,02-01-2026,35559.5,36306.8,35540.9,36275.65,768.0,2.16,445253451,9415.7,15.54,2.36,2.25
Nifty Financial Services,02-01-2026,27676.6,27927.6,27650.25,27899.15,232.35,.84,111392583,9059.41,18.07,2.94,.84
Nifty FMCG,02-01-2026,53562.5,53579.4,52741.85,53078.8,-639.7,-1.19,139149781,6094.03,38.98,9.58,2.09
Nifty IT,02-01-2026,38251.35,38359,38085.4,38320.3,148.8,.39,16402822,1918.19,26.96,7.12,2.92
Nifty Media,02-01-2026,1454.75,1464.15,1446.9,1462.9,14.45,1,19497419,339.6,59.89,1.54,1.27
Nifty Metal,02-01-2026,11280.1,11433.8,11276.05,11421.85,165.85,1.47,153333375,5994.74,20.37,2.98,1.6
Nifty MNC,02-01-2026,30660.05,30887.7,30623.95,30875.15,240.45,.78,46482186,4322.13,37.49,8.96,1.48
Nifty Pharma,02-01-2026,22649.65,22803.65,22578.7,22790.9,158.15,.7,13771199,1365.19,33.67,4.93,.68
Nifty PSU Bank,02-01-2026,8588.8,8744.15,8585.35,8699.9,128.45,1.5,150329759,2535.59,8.92,1.42,2.15
Nifty Realty,02-01-2026,886.55,899.8,884.9,898.8,13.5,1.52,12741370,1045.69,41.42,4.35,.33
Nifty India Consumption,02-01-2026,12236.1,12274.1,12200.15,12256.5,19.6,.16,188968125,13146.77,40.67,8.28,1.06
Nifty Commodities,02-01-2026,9600.25,9741.45,9595.1,9734.65,150.25,1.57,237945136,9230.92,17.13,2.32,1.75
Nifty Dividend Opportunities 50,02-01-2026,6367.65,6425.35,6343.4,6416.0,54.55,.86,545455819,18464.75,15.09,2.99,3
Nifty Infrastructure,02-01-2026,9688.65,9771.8,9686.2,9765.75,86.55,.89,233188422,8767.91,22.03,3.2,1.06
Nifty PSE,02-01-2026,9930.6,10138.4,9923.05,10130.05,226.4,2.29,276768204,7716.98,11.55,2.04,3.12
Nifty Services Sector,02-01-2026,33792.15,34063.25,33769.75,34044.95,271.6,.8,165979981,12431.77,21.79,3.58,1.29
Nifty50 Shariah,02-01-2026,4835.75,4869.1,4831.05,4865.8,36.6,.76,32392411,3777.53,25.33,4.69,2.1
Nifty500 Shariah,02-01-2026,7200.4,7244.9,7192.15,7241.6,53.9,.75,469224929,22308.99,28.53,4.89,1.43
Nifty Low Volatility 50,02-01-2026,25678.8,25780.45,25631.45,25764.6,95.4,.37,218013545,18302.28,31.63,5.19,1.22
Nifty Alpha 50,02-01-2026,50523.2,50747.7,50444.75,50660.8,266.3,.53,167972617,12816.55,33.28,4.38,.58
Nifty High Beta 50,02-01-2026,3992.35,4044,3987.7,4040.25,61.25,1.54,1835432775,14842.73,25.55,3.13,1.06
Nifty100 Equal Weight,02-01-2026,34123.75,34411.25,34102.8,34398.05,314.35,.92,613671299,34673.37,23.15,3.83,1.3
Nifty100 Liquid 15,02-01-2026,7603,7654.2,7593.55,7644.85,50.15,.66,101276952,7410.81,23.58,3.45,.85
Nifty CPSE,02-01-2026,6408.35,6598.55,6403.3,6590.6,196.25,3.07,219086263,4548.24,13.74,2.11,3.06
Nifty50 Value 20,02-01-2026,13221.8,13318.4,13183.65,13304.2,84.0,.64,249871682,13795.66,17.37,3.07,2.07
Nifty Midcap Liquid 15,02-01-2026,16122.1,16239.35,16066.75,16224.15,158.6,.99,226671117,5106.13,37.14,4.61,.61
Nifty Shariah 25,02-01-2026,8421.3,8457.7,8409.6,8449.65,37.55,.45,37434665,4979.93,29.69,5.35,1.87
India VIX,02-01-2026,9.185,9.555,8.9675,9.45,0.27,2.89,-,-,-,-,-
Nifty Growth Sectors 15,02-01-2026,12586,12668.7,12579.9,12661.0,98.55,.78,20975874,4593.15,32.79,7.53,1.75
