Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,25-03-2026,23064.4,23465.35,23063.2,23306.45,394.05,1.72,505418973,40733.98,20.39,3.17,1.34
Nifty Next 50,25-03-2026,63051.4,64038.45,62975.25,63620.6,1259.9,2.02,313312851,12987.28,17.78,3.29,1.5
Nifty 100,25-03-2026,23672.5,24072.6,23672.05,23915.15,415.85,1.77,818731824,53721.26,19.91,3.19,1.37
Nifty 200,25-03-2026,12934,13157.6,12933.65,13072.6,239.7,1.87,1829759427,75082.62,21.31,3.32,1.27
Nifty 500,25-03-2026,21236.25,21612.45,21236.05,21478.2,411.2,1.95,2925095886,100598.56,21.79,3.34,1.21
Nifty Midcap 50,25-03-2026,15556.55,15827.6,15543.45,15731.45,319.7,2.07,353333618,11658.88,30.33,4.19,.83
NIFTY Midcap 100,25-03-2026,54633.5,55688.5,54591.15,55331.05,1244.05,2.3,1011027603,21361.36,30.79,4.02,.85
NIFTY Smallcap 100,25-03-2026,15665.6,15985.75,15621.9,15896.55,401.35,2.59,586117770,14015.88,28.32,3.44,.75
Nifty50 Dividend Points,25-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,25-03-2026,24875.55,25267.95,24814.5,25058.6,543.35,2.22,55758710,4577.38,29.62,4.3,1.26
Nifty Bank,25-03-2026,53024.75,54146.15,53024.75,53708.1,1102.45,2.1,348622900,13553.77,14.39,1.88,1.09
Nifty Energy,25-03-2026,35327.05,35741.75,35291.85,35556.45,474.0,1.35,521949602,10486.81,14.92,2.31,1.91
Nifty Financial Services,25-03-2026,24690.9,25213.4,24689.2,25056.35,574.15,2.35,227556806,18265.61,16,2.64,.93
Nifty FMCG,25-03-2026,46690.25,47673.15,46549.25,47283.35,875.05,1.89,54386161,3382.38,34.1,8.38,1.74
Nifty IT,25-03-2026,29552.15,29950.05,29413.45,29671.3,22.4,.08,46691745,5799.12,21.08,5.5,3.57
Nifty Media,25-03-2026,1313.35,1334.1,1304.85,1311.15,14.6,1.13,44466841,538.06,27.52,1.38,1.34
Nifty Metal,25-03-2026,11195.3,11387.65,11172.3,11342.2,283.05,2.56,131959576,4800.54,19.24,2.95,1.52
Nifty MNC,25-03-2026,28731.15,29259.75,28704.9,29086.05,571.35,2,45658302,4979.12,35.97,8.35,1.55
Nifty Pharma,25-03-2026,22381.35,22825.55,22294.2,22679.75,439.95,1.98,21482683,2636.26,33.93,4.94,.69
Nifty PSU Bank,25-03-2026,8457.3,8645.7,8457.3,8581.05,223.5,2.67,140710630,3476.46,8.51,1.4,2.24
Nifty Realty,25-03-2026,683.3,700.65,682.7,692.1,18.15,2.69,26600588,1989.63,31.17,3.35,.43
Nifty India Consumption,25-03-2026,10642.85,10839.3,10625.15,10765.4,232.0,2.2,192813589,15189.81,35.99,7.24,1.04
Nifty Commodities,25-03-2026,9260.35,9398.7,9260.35,9357.4,171.8,1.87,258530510,10967.22,15.72,2.22,1.69
Nifty Dividend Opportunities 50,25-03-2026,5794.1,5883.75,5792.65,5843.35,81.15,1.41,460490270,18950.09,13.42,2.71,2.93
Nifty Infrastructure,25-03-2026,8808.35,8929.65,8807.05,8887.55,153.35,1.76,303045863,15564.73,20.09,2.91,1.05
Nifty PSE,25-03-2026,9748.95,9810.7,9731.4,9740.4,56.5,.58,228792936,6006.46,10.56,1.95,2.94
Nifty Services Sector,25-03-2026,29441.2,30000.45,29438.15,29760.7,478.9,1.64,381495347,28813.69,19.26,3.14,1.41
Nifty50 Shariah,25-03-2026,4163.8,4242.4,4157.7,4211.1,50.85,1.22,66620757,7960.63,23.42,4.05,2.23
Nifty500 Shariah,25-03-2026,6344.85,6460.45,6337.65,6421.5,113.9,1.81,648030544,29260.13,25.75,4.35,1.48
Nifty Low Volatility 50,25-03-2026,23148.55,23584.85,23139,23428.8,414.85,1.8,304404363,32550.13,28.34,4.71,1.28
Nifty Alpha 50,25-03-2026,46526.5,47613,46494.55,47306.5,1325.6,2.88,222203494,20486.06,29.39,4.09,.62
Nifty High Beta 50,25-03-2026,3467.95,3550.8,3463.9,3523.15,100.35,2.93,947224188,17426.75,21.23,2.73,1.18
Nifty100 Equal Weight,25-03-2026,30862.6,31379.6,30853.4,31189.3,599.25,1.96,818731824,53721.26,20.8,3.46,1.37
Nifty100 Liquid 15,25-03-2026,6889.1,6996.15,6889.1,6955.25,132.75,1.95,265747381,17141.36,22.29,3.14,.93
Nifty CPSE,25-03-2026,6934.85,6981.4,6918.8,6925.5,7.5,.11,101578233,2869.1,14.2,2.21,2.69
Nifty50 Value 20,25-03-2026,11875.45,12048.2,11871.85,11958.45,125.65,1.06,215478907,15447.54,15.91,2.75,2.04
Nifty Midcap Liquid 15,25-03-2026,14359,14572.85,14347,14492.8,259.2,1.82,218808454,5585.87,34.43,4.11,.7
Nifty Shariah 25,25-03-2026,7379.2,7535.7,7376.45,7482.7,122.95,1.67,71422185,8733.49,26.62,4.72,1.83
India VIX,25-03-2026,24.74,25.23,24.135,24.64,-0.1,-.4,-,-,-,-,-
Nifty Growth Sectors 15,25-03-2026,10618.2,10796.4,10598.65,10711.6,163.25,1.55,46227115,8016.03,27.55,6.36,1.98
Nifty50 TR 1x Inverse,25-03-2026,186.05,186.05,182.8,184.1,-3.2,-1.71,-,-,-,-,-
Nifty50 TR 2x Leverage,25-03-2026,16860.5,17442.8,16860.5,17212.15,570.1,3.43,-,-,-,-,-
Nifty50 PR 1x Inverse,25-03-2026,227.6,227.6,223.6,225.2,-3.9,-1.7,-,-,-,-,-
Nifty50 PR 2x Leverage,25-03-2026,11241.35,11629.6,11241.35,11475.8,380.1,3.43,-,-,-,-,-
NIFTY100 Quality 30,25-03-2026,5173.35,5260.65,5169.6,5213.4,66.05,1.28,126346286,12063.47,28.26,7.13,1.98
Nifty200 Momentum 30,25-03-2026,28318.4,28931,28298.5,28747.6,743.8,2.66,171014510,15252.58,24.57,4.24,.89
Nifty India Manufacturing,25-03-2026,14481.9,14714.35,14469.35,14621.85,286.75,2,314832491,19947.71,26.55,4.15,1.06
Nifty100 ESG Sector Leaders,25-03-2026,3829.7,3895.45,3829.6,3867.4,62.95,1.65,528212721,37531.55,20.7,3.32,1.36
Nifty200 Alpha 30,25-03-2026,23105.5,23635,23080.65,23469.15,627.65,2.75,147018558,14454.43,26.5,4.38,.72
Nifty Midcap150 Momentum 50,25-03-2026,56649.8,57876.95,56624.55,57520.4,1432.0,2.55,604752027,10069.97,30.03,4.69,.85
