Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,29-01-2026,25345,25458.15,25159.8,25418.9,76.15,.3,582389331,44306.95,22.12,3.46,1.3
Nifty Next 50,29-01-2026,68300.2,68458.2,67756.35,68409.75,204.1,.3,428517904,20411.67,19.56,3.55,1.4
Nifty 100,29-01-2026,25951.65,26053.9,25765.9,26021.7,77.9,.3,1010907235,64718.62,21.65,3.47,1.32
Nifty 200,29-01-2026,14121.35,14167.2,14013.9,14151.1,39.15,.28,2516662443,88166.94,23,3.59,1.23
Nifty 500,29-01-2026,23107.5,23158.6,22922.6,23134.8,52.7,.23,3420325244,118344.5,23.53,3.59,1.17
Nifty Midcap 50,29-01-2026,16731.1,16749.75,16578.2,16736.25,33.2,.2,564760243,13125.29,32.43,4.46,.83
NIFTY Midcap 100,29-01-2026,58574.3,58614.9,58006.4,58541.0,102.4,.18,1505755208,23448.33,32.02,4.25,.83
NIFTY Smallcap 100,29-01-2026,16880.05,16888.75,16692.9,16825.0,34.05,.2,600066507,21963.55,29.99,3.64,.77
Nifty50 Dividend Points,29-01-2026,-,-,-,264.68,0.0,-,-,-,-,-,-
Nifty Auto,29-01-2026,26763,26775.35,26170.45,26555.4,-182.2,-.68,55874026,5693.09,28.84,4.55,1.18
Nifty Bank,29-01-2026,59416.25,60060.7,59339,59957.85,359.05,.6,617356910,16628.34,16.47,2.2,.98
Nifty Energy,29-01-2026,34890.1,35427.35,34757.75,35335.2,649.75,1.87,459847931,14990.71,14.97,2.3,2.28
Nifty Financial Services,29-01-2026,27268.75,27562.4,27169.1,27509.6,174.4,.64,187138764,17530.01,17.75,2.9,.85
Nifty FMCG,29-01-2026,50971.45,51002,50076.05,50523.9,-461.55,-.91,42216434,2926.87,36.9,9.12,2.21
Nifty IT,29-01-2026,38601.85,38635.6,38063.4,38431.25,-294.1,-.76,26775912,3614.46,27.31,7.13,2.78
Nifty Media,29-01-2026,1360.45,1365.55,1339.45,1360.1,-0.3,-.02,18864093,292.46,29.47,1.43,1.42
Nifty Metal,29-01-2026,12193.85,12509.75,12188.55,12478.05,371.6,3.07,450089649,22946.61,21.76,3.25,1.47
Nifty MNC,29-01-2026,30414.35,30515.9,30076.55,30489.55,132.5,.44,60651724,8224.34,36.95,8.76,1.52
Nifty Pharma,29-01-2026,21781.05,21798,21467.35,21564.0,-175.85,-.81,39232686,3455.48,32.73,4.67,.71
Nifty PSU Bank,29-01-2026,9098.5,9175.55,8991.15,9014.2,-71.6,-.79,244277448,5223.07,9.11,1.47,2.13
Nifty Realty,29-01-2026,772.8,779.75,764.65,776.5,5.2,.67,17910489,1683.52,35.45,3.76,.38
Nifty India Consumption,29-01-2026,11459.7,11462.75,11259.3,11387.15,-70.8,-.62,177348086,15057.11,38.2,7.69,1.14
Nifty Commodities,29-01-2026,9745.85,9868.8,9720.05,9859.7,152.9,1.58,412324644,17408.26,16.93,2.35,1.69
Nifty Dividend Opportunities 50,29-01-2026,6462.4,6480.1,6431,6470.9,15.2,.24,722792208,26721.95,15.14,3.01,2.88
Nifty Infrastructure,29-01-2026,9130,9177.45,9061.25,9160.65,76.9,.85,310054957,15857.05,20.51,3,1.1
Nifty PSE,29-01-2026,10227.55,10277.85,10165.35,10263.25,83.75,.82,389733507,11336.14,11.46,2.06,3
Nifty Services Sector,29-01-2026,33122.1,33374.95,32945.4,33342.25,150.7,.45,340696883,25689.59,21.4,3.51,1.29
Nifty50 Shariah,29-01-2026,4846.6,4850.15,4781.5,4827.05,-25.4,-.52,110825044,9595.69,25.47,4.65,2.02
Nifty500 Shariah,29-01-2026,7005.25,7010.3,6923.5,6989.4,-10.2,-.15,805690468,39247.33,27.41,4.72,1.43
Nifty Low Volatility 50,29-01-2026,24970.95,24981.4,24682.35,24864.5,-122.7,-.49,265244721,31123.61,30.5,5.01,1.26
Nifty Alpha 50,29-01-2026,48945.9,49126.65,48546.75,48845.75,114.45,.23,298837511,21986.98,31.23,4.22,.61
Nifty High Beta 50,29-01-2026,3819,3825.45,3772.3,3813.65,14.2,.37,1200474381,20905.5,23.31,2.96,1.15
Nifty100 Equal Weight,29-01-2026,33281.45,33375.8,33002.35,33360.85,106.85,.32,1010907235,64718.62,22.34,3.7,1.33
Nifty100 Liquid 15,29-01-2026,7293.75,7315.25,7238.3,7306.9,16.9,.23,303373992,16725.38,22.76,3.3,.89
Nifty CPSE,29-01-2026,6840.5,6904.35,6801.45,6886.05,82.55,1.21,212612531,7106.49,14.36,2.21,2.95
Nifty50 Value 20,29-01-2026,13244.85,13355.3,13172.9,13333.35,65.8,.5,267125127,18500.5,17.5,3.07,2.01
Nifty Midcap Liquid 15,29-01-2026,15513.5,15566.55,15345.95,15549.25,69.75,.45,377262633,5676.42,36.73,4.41,.66
Nifty Shariah 25,29-01-2026,8337.4,8342.65,8207.6,8291.8,-55.0,-.66,98436622,8766.46,29.51,5.25,1.83
India VIX,29-01-2026,13.525,14.1925,13.0725,13.37,-0.16,-1.15,-,-,-,-,-
Nifty Growth Sectors 15,29-01-2026,12093.8,12098.1,11827.45,11951.35,-154.25,-1.27,40902355,8490.62,31.45,7.11,1.78
Nifty50 TR 1x Inverse,29-01-2026,169.2,170.45,168.45,168.75,-0.45,-.27,-,-,-,-,-
Nifty50 TR 2x Leverage,29-01-2026,20620.65,20803.2,20319.7,20740.95,121.05,.59,-,-,-,-,-
Nifty50 PR 1x Inverse,29-01-2026,206.95,208.45,206.05,206.35,-0.6,-.29,-,-,-,-,-
Nifty50 PR 2x Leverage,29-01-2026,13763.95,13885.8,13563.05,13844.2,80.75,.59,-,-,-,-,-
NIFTY100 Quality 30,29-01-2026,5833.25,5834.4,5752.1,5807.4,-32.85,-.56,182169029,17118.48,31.89,7.99,1.84
Nifty India Corporate Group Index - Mahindra Group,29-01-2026,-,-,-,38172.99,-420.28,-1.09,13313907,2445.46,28.98,4.79,1.29
Nifty India Corporate Group Index - Tata Group,29-01-2026,-,-,-,15802.03,-78.34,-.49,104387536,4599.15,30.76,5.88,1.92
Nifty India Corporate Group Index - Aditya Birla Group,29-01-2026,-,-,-,9370.82,27.52,.29,706324436,3054.28,80.14,3.23,.45
Nifty 50 Futures Index,29-01-2026,-,-,-,6436.94,21.65,.34,-,-,-,-,-
Nifty 50 Arbitrage,29-01-2026,-,-,-,2628.3,-0.5,-.02,-,-,-,-,-
Nifty 50 Futures TR Index,29-01-2026,-,-,-,27178.88,95.84,.35,-,-,-,-,-
