Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,09-04-2026,23909.05,23990.75,23682.8,23775.1,-222.25,-.93,466587329,40443.59,20.89,3.25,1.31
Nifty Next 50,09-04-2026,66079.25,66605.5,65592.1,66268.65,123.35,.19,322669929,16050.65,18.76,3.54,1.48
Nifty 100,09-04-2026,24587.55,24682.5,24390.05,24486.5,-180.2,-.73,789257258,56494.23,20.48,3.29,1.34
Nifty 200,09-04-2026,13437.75,13492.25,13345,13399.35,-72.1,-.54,1849941939,82819.14,22.23,3.47,1.22
Nifty 500,09-04-2026,22090.7,22189.5,21943.2,22037.5,-99.6,-.45,3707130232,112387.73,22.8,3.47,1.17
Nifty Midcap 50,09-04-2026,16216.35,16336.6,16056.6,16246.35,36.0,.22,420004723,15526.36,34.84,4.42,.66
NIFTY Midcap 100,09-04-2026,56832.15,57294,56341.15,56978.75,179.25,.32,1060684681,26324.91,35.23,4.5,.72
NIFTY Smallcap 100,09-04-2026,16549.05,16685.5,16447.4,16566.0,27.95,.17,1332325714,19277.24,28.23,3.23,.72
Nifty50 Dividend Points,09-04-2026,-,-,-,0.0,0.0,-,-,-,-,-,-
Nifty Auto,09-04-2026,25971.5,26133.65,25643.35,25901.9,-101.05,-.39,87957494,6322.12,30.62,4.44,1.23
Nifty Bank,09-04-2026,55505.95,55583.1,54626.85,54821.7,-882.2,-1.58,298789312,12761.46,14.59,1.87,1.07
Nifty Energy,09-04-2026,36491.3,36872.8,36309,36768.25,299.05,.82,627986179,13838.47,15.24,2.37,1.84
Nifty Financial Services,09-04-2026,25916.2,25966.55,25556.15,25685.85,-367.2,-1.41,193079818,17864.64,16.76,2.74,.9
Nifty FMCG,09-04-2026,47611.8,47969.45,47458.6,47640.7,-63.55,-.13,39092940,2873.83,34.06,8.39,1.72
Nifty IT,09-04-2026,31436.65,31718,31105.75,31636.2,70.4,.22,46106475,5732.52,22.47,5.87,3.35
Nifty Media,09-04-2026,1354.6,1367.9,1334.9,1338.95,-10.8,-.8,40118183,544.69,28.21,1.41,1.31
Nifty Metal,09-04-2026,12089.85,12286.55,12042.45,12229.7,150.75,1.25,142846967,5876.11,20.74,3.18,1.63
Nifty MNC,09-04-2026,29755.2,29970.3,29554.7,29858.45,143.4,.48,74257611,7620.44,37.23,8.22,1.61
Nifty Pharma,09-04-2026,21954.8,22216.05,21953.75,22135.4,144.2,.66,20198575,2881.79,33.14,4.82,.71
Nifty PSU Bank,09-04-2026,8709.5,8789.55,8581.05,8605.7,-110.4,-1.27,143681979,4319.08,8.48,1.39,2.25
Nifty Realty,09-04-2026,744.75,750.1,731.5,743.75,-2.0,-.27,13754931,1226.97,35.18,3.56,.4
Nifty India Consumption,09-04-2026,11072,11132.3,10975.2,11048.2,-44.75,-.4,159999170,14227.09,36.85,7.45,1.01
Nifty Commodities,09-04-2026,9640.05,9728.3,9602.4,9679.7,35.35,.37,323299735,13852.6,16.27,2.3,1.71
Nifty Dividend Opportunities 50,09-04-2026,6033.8,6068.8,6000.8,6040.95,-1.7,-.03,589171846,23135.66,14.46,2.87,2.83
Nifty Infrastructure,09-04-2026,9055.15,9077.5,8972.95,8999.1,-68.2,-.75,336697542,16358.92,20.67,3,1.02
Nifty PSE,09-04-2026,10003.45,10190,9984.9,10131.3,113.5,1.13,289255427,8602.88,10.97,2.03,2.79
Nifty Services Sector,09-04-2026,30746.35,30783.2,30369.9,30501.6,-366.35,-1.19,326728101,27783.45,19.87,3.24,1.37
Nifty50 Shariah,09-04-2026,4323.85,4357.55,4305.55,4351.3,8.75,.2,80630954,9408.19,24.2,4.18,2.16
Nifty500 Shariah,09-04-2026,6589.85,6638.35,6554.4,6618.8,18.5,.28,744096468,34745.74,27.55,4.54,1.44
Nifty Low Volatility 50,09-04-2026,23726.1,23850.8,23614.15,23722.95,-58.45,-.25,271088736,32507.02,29.03,4.81,1.27
Nifty Alpha 50,09-04-2026,48573.2,49111.25,48303.05,48756.75,182.45,.38,300518793,21409.82,26.21,4.09,.82
Nifty High Beta 50,09-04-2026,3746.15,3783.65,3714.25,3754.75,5.5,.15,907590134,20007.26,29.17,3.44,.97
Nifty100 Equal Weight,09-04-2026,32263.4,32473.25,32075.15,32304.35,-33.35,-.1,789257258,56494.23,21.51,3.56,1.35
Nifty100 Liquid 15,09-04-2026,7104.75,7140.85,7035.25,7061.65,-71.05,-1,178241308,16146.86,22.6,3.34,.94
Nifty CPSE,09-04-2026,7037.7,7169.1,7036.45,7135.85,86.05,1.22,142843336,4346.62,14.72,2.3,2.59
Nifty50 Value 20,09-04-2026,12367.3,12416.75,12308.85,12355.1,-56.2,-.45,210402970,17091.65,16.44,2.84,1.99
Nifty Midcap Liquid 15,09-04-2026,15231.7,15361.05,15086.25,15278.9,44.45,.29,237435551,7840.37,45.79,5.02,.56
Nifty Shariah 25,09-04-2026,7655.8,7702.3,7610.05,7691.7,20.0,.26,91673020,9316.12,27.07,4.83,1.82
India VIX,09-04-2026,19.6975,20.9425,19.1725,20.43,0.73,3.71,-,-,-,-,-
Nifty Growth Sectors 15,09-04-2026,11026.75,11089.2,10959.1,11067.35,-9.3,-.08,39589297,9110.28,29.99,7.09,1.79
Nifty50 TR 1x Inverse,09-04-2026,179.35,181,178.75,180.35,1.7,.95,-,-,-,-,-
Nifty50 TR 2x Leverage,09-04-2026,18026.45,18148.65,17684.8,17823.75,-338.85,-1.87,-,-,-,-,-
Nifty50 PR 1x Inverse,09-04-2026,219.4,221.45,218.65,220.6,2.05,.94,-,-,-,-,-
Nifty50 PR 2x Leverage,09-04-2026,12018.75,12100.2,11790.95,11883.6,-225.9,-1.87,-,-,-,-,-
NIFTY100 Quality 30,09-04-2026,5356.65,5418.5,5338.35,5398.7,28.9,.54,118797389,14497.46,29.27,7.39,1.91
Nifty200 Momentum 30,09-04-2026,29867.75,30043.8,29638.25,29840.55,-77.1,-.26,183992759,17026.96,25.58,4.41,.85
Nifty India Manufacturing,09-04-2026,14882,15036.3,14811.35,14963.95,69.3,.47,423654832,27231.76,27.39,4.32,1.06
Nifty100 ESG Sector Leaders,09-04-2026,3981.85,3992.25,3946.3,3963.2,-31.65,-.79,500280190,38247.46,21.23,3.41,1.32
Nifty200 Alpha 30,09-04-2026,24273.95,24533.2,24114.55,24367.75,78.4,.32,215826004,15781.82,22.88,4.02,1.01
