Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,10-03-2026,24280.8,24303.8,24079.95,24261.6,233.55,.97,444283436,36657.53,21.23,3.3,1.29
Nifty Next 50,10-03-2026,66929.7,67391.35,66431.6,67227.95,1157.3,1.75,257219729,11684.25,18.79,3.49,1.37
Nifty 100,10-03-2026,24955.6,25001.95,24753.05,24957.8,272.15,1.1,701503165,48341.77,20.77,3.33,1.3
Nifty 200,10-03-2026,13608.65,13643.9,13500.35,13617.75,161.2,1.2,1613751433,68150.61,22.19,3.45,1.22
Nifty 500,10-03-2026,22310.8,22385.65,22141.85,22342.95,286.4,1.3,2389165402,90255.97,22.66,3.47,1.16
Nifty Midcap 50,10-03-2026,16217.6,16308.6,16096.85,16262.25,256.8,1.6,360433162,13113.47,31.36,4.33,.84
NIFTY Midcap 100,10-03-2026,56993.7,57341.75,56573.3,57177.65,912.15,1.62,912248268,19808.84,31.81,4.16,.84
NIFTY Smallcap 100,10-03-2026,16339.4,16512.75,16268.95,16473.8,341.6,2.12,387375527,11377.89,29.33,3.56,.78
Nifty50 Dividend Points,10-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,10-03-2026,26462.75,26840.7,26200.4,26770.55,804.6,3.1,63168858,4473.5,31.65,4.59,1.18
Nifty Bank,10-03-2026,56583.85,57097.05,56387.2,56950.8,931.0,1.66,346820170,13208.91,15.26,1.99,1.03
Nifty Energy,10-03-2026,36099.6,36118.45,35719.25,36038.95,381.2,1.07,375980676,10204.97,15.13,2.34,1.88
Nifty Financial Services,10-03-2026,26324.55,26615,26226.3,26535.2,495.9,1.9,196611218,16744.88,16.95,2.8,.87
Nifty FMCG,10-03-2026,49627.5,49717.55,49288.1,49603.55,411.15,.84,33352408,2165.08,35.78,8.88,1.66
Nifty IT,10-03-2026,30337.6,30360.15,29741.05,30024.0,-138.05,-.46,33677324,3781.73,21.33,5.57,3.53
Nifty Media,10-03-2026,1347.7,1354.95,1331.4,1351.75,20.05,1.51,17030317,263.25,28.37,1.42,1.34
Nifty Metal,10-03-2026,11835.35,11907.45,11688.45,11868.5,179.7,1.54,102660345,4296.2,20.13,3.09,1.55
Nifty MNC,10-03-2026,30491.3,30674.4,30347.75,30606.2,465.3,1.54,45105141,4538.95,37.86,8.79,1.52
