Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,10-02-2026,25922.65,25989.45,25870.45,25935.15,67.85,.26,460878237,32795.1,22.73,3.53,1.24
Nifty Next 50,10-02-2026,69941.75,69969.4,69614.15,69829.6,100.25,.14,239437654,9190.2,19.65,3.62,1.31
Nifty 100,10-02-2026,26548.4,26601.05,26488.7,26552.1,64.3,.24,700315891,41985.29,22.16,3.54,1.26
Nifty 200,10-02-2026,14481.25,14507.7,14443.6,14483.45,41.55,.29,1596818200,67016.21,23.62,3.68,1.17
Nifty 500,10-02-2026,23752.6,23796.4,23691.5,23753.75,70.35,.3,2366549899,92767.36,24.13,3.69,1.12
Nifty Midcap 50,10-02-2026,17344.1,17346.45,17249.9,17303.95,54.8,.32,297356233,16280.43,33.83,4.61,.81
NIFTY Midcap 100,10-02-2026,60723,60819.7,60442.4,60735.9,294.75,.49,896502309,25030.92,33.47,4.42,.81
NIFTY Smallcap 100,10-02-2026,17447.3,17508.85,17397.2,17451.2,65.3,.38,370988384,13066.53,31.26,3.77,.72
Nifty50 Dividend Points,10-02-2026,-,-,-,274.43,0.0,-,-,-,-,-,-
Nifty Auto,10-02-2026,27866.25,28279.85,27771.1,28173.2,381.75,1.37,86555299,4767.15,34.42,4.83,1.12
Nifty Bank,10-02-2026,60740.8,60797.55,60531.55,60626.4,-42.95,-.07,215859015,10409.67,16.32,2.16,.97
Nifty Energy,10-02-2026,36672,36767.35,36534.05,36671.0,92.15,.25,276262159,6823.5,15.5,2.38,1.72
Nifty Financial Services,10-02-2026,28238.15,28263.95,28140.5,28186.25,32.2,.11,157165848,17558.55,18.07,2.97,.83
Nifty FMCG,10-02-2026,52105.1,52183.55,51889.05,52130.45,83.15,.16,28024915,1900.87,37.42,9.35,2.14
Nifty IT,10-02-2026,35656.95,36059.65,35427.4,35722.2,105.55,.3,33767912,4487.05,25.38,6.63,2.96
Nifty Media,10-02-2026,1456.05,1490.2,1449.25,1486.3,34.8,2.4,30262874,664.64,31.2,1.56,1.3
Nifty Metal,10-02-2026,12194.1,12287.6,12098,12228.3,98.85,.81,206006134,6091.21,20.24,3.19,1.54
Nifty MNC,10-02-2026,31274.3,31407.55,31163.45,31379.85,221.75,.71,33452219,4111.8,39.27,9.02,1.48
Nifty Pharma,10-02-2026,22387.4,22438.25,22161.3,22210.5,-80.2,-.36,29833080,3145.98,33.59,4.84,.65
Nifty PSU Bank,10-02-2026,9203,9207.4,9123.4,9155.75,-17.1,-.19,107221990,3195.8,9.08,1.5,2.1
Nifty Realty,10-02-2026,851,854.6,844.75,849.4,3.05,.36,11992739,1054.88,38.26,4.11,.35
Nifty India Consumption,10-02-2026,11913.2,11986.25,11881.55,11945.75,72.35,.61,173301458,13243.72,40.66,8.06,1.09
Nifty Commodities,10-02-2026,10021.8,10049.65,9973.8,10032.45,44.95,.45,268162946,8845.93,16.8,2.39,1.53
Nifty Dividend Opportunities 50,10-02-2026,6451.65,6469.45,6428.05,6459.1,18.2,.28,390529920,15427.23,14.85,3,2.8
Nifty Infrastructure,10-02-2026,9652.6,9657.35,9607.6,9636.95,22.65,.24,251185587,11565.96,21.96,3.16,.95
Nifty PSE,10-02-2026,10356,10425.9,10325.9,10402.35,57.25,.55,225871594,5483.75,11.31,2.08,2.67
Nifty Services Sector,10-02-2026,33645.95,33758.45,33586.25,33671.6,80.75,.24,334196189,27915.37,21.82,3.55,1.25
Nifty50 Shariah,10-02-2026,4723.4,4749.15,4709.65,4727.65,11.15,.24,57283693,6598.12,26.15,4.55,1.99
Nifty500 Shariah,10-02-2026,7101.6,7121.35,7075.75,7101.35,20.55,.29,563581660,29332.38,28.35,4.79,1.34
Nifty Low Volatility 50,10-02-2026,25517.55,25539.9,25454.95,25522.15,73.4,.29,198339683,23695.89,31.02,5.14,1.2
Nifty Alpha 50,10-02-2026,51029.65,51052,50768.4,50851.75,83.25,.16,178537916,20926.79,32.2,4.4,.59
Nifty High Beta 50,10-02-2026,3932.75,3947.7,3915.5,3940.2,29.05,.74,853256977,22651.83,23.84,3.06,1.1
Nifty100 Equal Weight,10-02-2026,34250.75,34272.75,34128.45,34220.55,67.15,.2,700315891,41985.29,22.96,3.8,1.22
Nifty100 Liquid 15,10-02-2026,7694.5,7706.5,7666.05,7676.8,13.25,.17,296042451,15171.46,24.61,3.47,.84
