Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,05-01-2026,26333.7,26373.2,26210.05,26250.3,-78.25,-.3,338777649,25742.83,22.85,3.57,1.28
Nifty Next 50,05-01-2026,70528.05,70611.85,70129.35,70413.4,-3.5,0,211111500,9439.92,20.48,3.66,1.4
Nifty 100,05-01-2026,26936.65,26975.15,26806.25,26858.15,-67.15,-.25,549889149,35182.75,22.43,3.58,1.3
Nifty 200,05-01-2026,14688.85,14700.95,14607,14642.9,-34.25,-.23,2094592265,53958.2,23.94,3.72,1.2
Nifty 500,05-01-2026,24123.1,24144.2,23999.15,24058.45,-40.55,-.17,3139430638,78123.63,24.64,3.74,1.14
Nifty Midcap 50,05-01-2026,17554.7,17555.95,17395.05,17482.3,-23.4,-.13,357404519,10544.84,34.17,4.66,.78
NIFTY Midcap 100,05-01-2026,61516.4,61520.6,60970.55,61265.7,-100.2,-.16,1544703116,18775.45,34.28,4.45,.78
NIFTY Smallcap 100,05-01-2026,17882.65,17984.9,17836.3,17926.4,94.35,.53,596306786,13101.39,32.57,3.88,.74
Nifty50 Dividend Points,05-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,05-01-2026,28869.65,29179.1,28806.95,28894.15,90.5,.31,53148211,3919.09,31.38,4.95,1.09
Nifty Bank,05-01-2026,60360.4,60437.35,59859.8,60044.2,-106.75,-.18,318529309,8697.22,16.53,2.2,.97
Nifty Energy,05-01-2026,36392.95,36464.5,35923.55,36050.05,-225.6,-.62,389091129,8194.64,15.44,2.35,2.27
Nifty Financial Services,05-01-2026,27925.2,27977.8,27768.1,27851.45,-47.7,-.17,104923293,10460.66,18.04,2.93,.84
Nifty FMCG,05-01-2026,53054.95,53573.75,52885.6,53441.1,362.3,.68,69990031,4068.36,39.25,9.64,2.07
Nifty IT,05-01-2026,38222,38260.85,37365.9,37771.15,-549.15,-1.43,21975827,3342.64,26.58,7.02,2.97
Nifty Media,05-01-2026,1470.4,1482.7,1467.55,1472.0,9.1,.62,27194540,555.4,60.27,1.55,1.27
Nifty Metal,05-01-2026,11469.85,11532.1,11429.25,11490.8,68.95,.6,172674028,6552.01,20.49,2.99,1.59
Nifty MNC,05-01-2026,30903.35,31108.7,30875.05,30973.9,98.75,.32,41181442,4046.1,37.61,8.99,1.48
Nifty Pharma,05-01-2026,22810.45,22930.7,22706.05,22743.4,-47.5,-.21,16653325,1803.27,33.6,4.92,.68
Nifty PSU Bank,05-01-2026,8744.15,8843.25,8683.15,8739.8,39.9,.46,172499092,3204.22,8.96,1.43,2.14
Nifty Realty,05-01-2026,902.65,919.7,898,917.4,18.6,2.07,15247505,1673.57,42.28,4.44,.32
Nifty India Consumption,05-01-2026,12248.85,12329.8,12230.95,12283.2,26.7,.22,118580748,9841.96,40.76,8.3,1.05
Nifty Commodities,05-01-2026,9758.5,9786.8,9700.75,9736.8,2.15,.02,217446498,8471.99,17.14,2.32,1.75
Nifty Dividend Opportunities 50,05-01-2026,6420.15,6429.55,6363.45,6385.05,-30.95,-.48,428562623,16221.49,15.01,2.97,3.02
Nifty Infrastructure,05-01-2026,9771,9792.6,9702.4,9726.65,-39.1,-.4,197463045,8908.86,21.94,3.19,1.06
Nifty PSE,05-01-2026,10156.15,10212.45,10083.4,10129.35,-0.7,-.01,228821954,6873.46,11.55,2.04,3.12
Nifty Services Sector,05-01-2026,34029.45,34078.35,33751.55,33818.65,-226.3,-.66,172261981,15395.93,21.64,3.56,1.3
Nifty50 Shariah,05-01-2026,4861.8,4864.15,4812.4,4848.85,-16.95,-.35,61084429,6159.86,25.25,4.67,2.11
Nifty500 Shariah,05-01-2026,7246.6,7248.55,7196.6,7228.6,-13.0,-.18,507384899,27832.06,28.48,4.88,1.43
Nifty Low Volatility 50,05-01-2026,25774.2,25878.65,25730.95,25811.1,46.5,.18,175371627,19584.92,31.69,5.2,1.22
Nifty Alpha 50,05-01-2026,50790.25,50992.2,50573.15,50820.55,159.75,.32,173216730,13231.07,33.39,4.39,.57
Nifty High Beta 50,05-01-2026,4049.7,4059.4,4020.45,4043.75,3.5,.09,1340795425,13357.66,25.57,3.14,1.06
Nifty100 Equal Weight,05-01-2026,34428.45,34522.8,34330.45,34426.25,28.2,.08,549889149,35182.75,23.17,3.83,1.3
Nifty100 Liquid 15,05-01-2026,7635.6,7683.6,7631.3,7648.65,3.8,.05,139293603,9146.79,23.6,3.46,.85
Nifty CPSE,05-01-2026,6615.55,6645.9,6577.7,6602.85,12.25,.19,234433374,4828.85,13.77,2.12,3.06
Nifty50 Value 20,05-01-2026,13310.15,13327.85,13245,13293.1,-11.1,-.08,180749609,11849.03,17.36,3.07,2.07
Nifty Midcap Liquid 15,05-01-2026,16245.4,16257.3,16060.2,16140.7,-83.45,-.51,227759811,4525.38,36.95,4.58,.61
Nifty Shariah 25,05-01-2026,8448.55,8472.4,8405,8446.35,-3.3,-.04,53140369,6347.19,29.68,5.35,1.87
India VIX,05-01-2026,9.45,10.215,9.2925,10.02,0.57,6.06,-,-,-,-,-
Nifty Growth Sectors 15,05-01-2026,12659.7,12685.6,12577.1,12627.25,-33.75,-.27,24795874,5288.71,32.71,7.51,1.75
Nifty50 TR 1x Inverse,05-01-2026,162.5,163.25,162.25,163.0,0.55,.34,-,-,-,-,-
Nifty50 TR 2x Leverage,05-01-2026,22324.8,22391.2,22115.6,22183.35,-142.4,-.64,-,-,-,-,-
Nifty50 PR 1x Inverse,05-01-2026,198.6,199.55,198.3,199.25,0.7,.35,-,-,-,-,-
Nifty50 PR 2x Leverage,05-01-2026,14919.4,14963.8,14779.6,14824.9,-95.15,-.64,-,-,-,-,-
