Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,11-02-2026,25997.45,26009.4,25899.8,25953.85,18.7,.07,331389240,31456.05,22.74,3.53,1.24
Nifty Next 50,11-02-2026,70049,70386.15,69740.75,70216.55,386.95,.55,235472358,9456.07,19.76,3.64,1.3
Nifty 100,11-02-2026,26619.1,26626.15,26524.35,26592.3,40.2,.15,566861598,40912.13,22.19,3.55,1.25
Nifty 200,11-02-2026,14516.6,14519.25,14459.4,14502.15,18.7,.13,1990829740,63274.99,23.64,3.68,1.18
Nifty 500,11-02-2026,23808.1,23811.15,23707.15,23783.05,29.3,.12,2636812373,85819.48,24.13,3.7,1.13
Nifty Midcap 50,11-02-2026,17325.2,17349.55,17250.35,17330.05,26.1,.15,415222171,14969.88,33.66,4.62,.89
NIFTY Midcap 100,11-02-2026,60812.1,60815.2,60431.65,60754.55,18.65,.03,1423968142,22362.86,33.33,4.42,.87
NIFTY Smallcap 100,11-02-2026,17482.3,17483.25,17362.1,17455.0,3.8,.02,340517928,12683.29,31.01,3.77,.73
Nifty50 Dividend Points,11-02-2026,-,-,-,274.43,0.0,-,-,-,-,-,-
Nifty Auto,11-02-2026,28351.9,28811.25,28296.2,28538.7,365.5,1.3,139194885,8422.87,34.86,4.89,1.21
Nifty Bank,11-02-2026,60670.25,60779.95,60444.65,60745.35,118.95,.2,235120784,10187.01,16.35,2.17,.96
Nifty Energy,11-02-2026,36634.6,36669.95,36305.1,36657.25,-13.75,-.04,380969147,8760.62,15.49,2.38,1.72
Nifty Financial Services,11-02-2026,28226.65,28287.05,28146.2,28276.95,90.7,.32,120341810,12438.69,18.1,2.98,.83
Nifty FMCG,11-02-2026,52335.95,52411.1,51967.7,52152.1,21.65,.04,38349426,2465.77,37.44,9.36,2.14
Nifty IT,11-02-2026,35788.65,35857.65,35013.6,35095.15,-627.05,-1.76,26924345,4074.74,24.94,6.51,3.02
Nifty Media,11-02-2026,1488.75,1496.15,1474.15,1493.6,7.3,.49,16861122,313.07,31.35,1.57,1.29
Nifty Metal,11-02-2026,12278.5,12291.35,12175.8,12276.55,48.25,.39,141016420,4869.95,20.32,3.2,1.53
Nifty MNC,11-02-2026,31516.65,31603.15,31426.8,31495.25,115.4,.37,75271691,4723.65,39.39,9.05,1.5
Nifty Pharma,11-02-2026,22280.45,22581,22158.1,22434.2,223.7,1.01,18367485,2718.74,33.88,4.89,.66
Nifty PSU Bank,11-02-2026,9168.9,9280.55,9051.4,9250.2,94.45,1.03,125915112,4934.29,9.18,1.51,2.07
Nifty Realty,11-02-2026,850.05,855.5,841.4,854.75,5.35,.63,7317887,787.03,38.5,4.14,.35
Nifty India Consumption,11-02-2026,12009.85,12048.05,11985.4,12012.4,66.65,.56,114430587,15359.3,40.89,8.1,1.13
Nifty Commodities,11-02-2026,10055.05,10065.4,9975.4,10061.45,29.0,.29,215258961,8128.66,16.85,2.39,1.53
Nifty Dividend Opportunities 50,11-02-2026,6471.7,6472.25,6432.1,6456.45,-2.65,-.04,421551260,17715.81,14.85,3,2.85
Nifty Infrastructure,11-02-2026,9665,9690.55,9620.7,9682.1,45.15,.47,296480164,11835.94,22.06,3.18,.95
Nifty PSE,11-02-2026,10409.45,10409.5,10312.6,10385.85,-16.5,-.16,266055044,6843.44,11.29,2.08,2.68
Nifty Services Sector,11-02-2026,33722.8,33750.85,33581.4,33636.5,-35.1,-.1,206803126,20255.25,21.77,3.54,1.25
Nifty50 Shariah,11-02-2026,4739.9,4739.9,4697.15,4703.55,-24.1,-.51,64976402,6849.62,26.01,4.53,2
Nifty500 Shariah,11-02-2026,7116.8,7116.85,7074.1,7088.6,-12.75,-.18,574081817,27588.93,28.3,4.79,1.38
Nifty Low Volatility 50,11-02-2026,25611.55,25624.05,25512.4,25590.35,68.2,.27,183618755,24379.24,31.11,5.15,1.23
