Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,17-04-2026,24165.9,24371.9,24096.05,24353.55,156.8,.65,498625189,35373.29,21.38,3.33,1.28
Nifty Next 50,17-04-2026,69397.75,70410,69117.05,70273.8,973.2,1.4,344016262,16144.1,19.9,3.75,1.41
Nifty 100,17-04-2026,25022.55,25253.15,24955.2,25238.9,196.6,.79,842641451,51517.39,21.09,3.39,1.3
Nifty 200,17-04-2026,13739.2,13871,13702.5,13862.85,120.6,.88,2246488951,82128.91,22.99,3.59,1.18
Nifty 500,17-04-2026,22660.55,22882.15,22605.15,22869.4,213.1,.94,4038455026,121710.23,23.65,3.6,1.12
Nifty Midcap 50,17-04-2026,16840.15,17035.3,16769.35,17014.6,209.8,1.25,727225410,17262.24,36.49,4.63,.63
NIFTY Midcap 100,17-04-2026,59275.25,59961.65,59057.5,59898.2,751.45,1.27,1403847500,30611.52,37.03,4.73,.69
NIFTY Smallcap 100,17-04-2026,17364.45,17590.65,17341.35,17565.7,256.85,1.48,889633418,19160.36,29.93,3.43,.68
Nifty50 Dividend Points,17-04-2026,-,-,-,0.0,0.0,-,-,-,-,-,-
Nifty Auto,17-04-2026,26319.2,26581.55,26190.3,26435.0,52.25,.2,58535356,4189.09,31.25,4.53,1.2
Nifty Bank,17-04-2026,56072.4,56628.7,55841.65,56565.7,479.3,.85,290559933,9847.76,15.05,1.93,1.04
Nifty Energy,17-04-2026,38354.5,38951,38244.5,38881.75,697.0,1.83,1088849211,17671.76,16.12,2.5,1.74
Nifty Financial Services,17-04-2026,26309.05,26552.2,26200.4,26521.25,177.7,.67,195202884,15051.07,17.3,2.83,.88
Nifty FMCG,17-04-2026,48371.6,49743.05,48371.6,49657.75,1279.85,2.65,74887662,5312.32,35.5,8.75,1.65
Nifty IT,17-04-2026,31656.55,31959.35,31411.75,31809.85,-7.65,-.02,105098944,5921.46,22.43,5.9,3.33
Nifty Media,17-04-2026,1404.1,1426.55,1401.1,1416.6,18.7,1.34,33800090,455.33,29.85,1.49,1.24
Nifty Metal,17-04-2026,12756,12902.7,12618,12880.0,139.8,1.1,131733604,5047.57,21.84,3.35,1.55
Nifty MNC,17-04-2026,30739.3,31380.95,30599.1,31348.1,659.85,2.15,75449862,7692.38,39.09,8.54,1.53
Nifty Pharma,17-04-2026,22473.2,22538.8,22390.5,22497.25,32.25,.14,19693325,2628.08,33.68,4.9,.7
Nifty PSU Bank,17-04-2026,8799.25,8879.4,8752.45,8862.9,65.3,.74,103836781,3022,8.73,1.44,2.19
Nifty Realty,17-04-2026,782.35,789.45,777.1,786.9,7.35,.94,11109386,973.6,37.23,3.77,.38
Nifty India Consumption,17-04-2026,11281.95,11427.15,11262,11414.05,131.5,1.17,228560232,15580.72,38.07,7.7,.98
Nifty Commodities,17-04-2026,9988.3,10101.75,9947.25,10083.2,113.0,1.13,347994127,12361.42,16.95,2.4,1.64
Nifty Dividend Opportunities 50,17-04-2026,6141.3,6215,6121.2,6210.8,67.5,1.1,686525688,23919.98,14.85,2.95,2.75
Nifty Infrastructure,17-04-2026,9244.65,9320.05,9217.5,9311.5,77.9,.84,538153101,14099.38,21.39,3.11,.98
Nifty PSE,17-04-2026,10490.9,10609.65,10452.3,10588.35,133.5,1.28,334753469,8533.97,11.47,2.12,2.67
Nifty Services Sector,17-04-2026,31043.05,31301,30926,31265.6,172.8,.56,371131874,24399.45,20.34,3.32,1.33
Nifty50 Shariah,17-04-2026,4392.3,4437.95,4375.3,4433.1,30.95,.7,69930687,8065.47,24.55,4.26,2.12
Nifty500 Shariah,17-04-2026,6796,6878.25,6772.65,6873.45,80.05,1.18,1143834807,43109.02,28.56,4.71,1.38
Nifty Low Volatility 50,17-04-2026,24129.45,24459,24068.9,24441.8,282.95,1.17,314248850,28919.67,29.88,4.95,1.23
Nifty Alpha 50,17-04-2026,50609.85,51080.3,50339.15,51029.9,534.0,1.06,288136174,18812.65,27.43,4.28,.8
Nifty High Beta 50,17-04-2026,3998.9,4050.5,3982.8,4045.75,65.65,1.65,1079532589,25366.05,31.43,3.7,.9
Nifty100 Equal Weight,17-04-2026,33438.5,33826.85,33311.85,33790.95,364.95,1.09,842641451,51517.39,22.49,3.72,1.3
Nifty100 Liquid 15,17-04-2026,7214.55,7288.45,7190.5,7282.45,64.85,.9,133321625,11674.79,23.31,3.45,.91
Nifty CPSE,17-04-2026,7286.8,7368.3,7258.15,7358.55,98.3,1.35,157061176,4192.8,15.18,2.37,2.52
Nifty50 Value 20,17-04-2026,12555.7,12652.5,12510.8,12635.7,68.65,.55,261074320,15319.5,16.79,2.91,1.94
Nifty Midcap Liquid 15,17-04-2026,15888.35,16041.35,15799.3,16011.5,160.6,1.01,527973128,8794.73,47.98,5.26,.53
Nifty Shariah 25,17-04-2026,7802.15,7913.8,7763.85,7906.7,94.0,1.2,86695600,8520.9,27.71,4.96,1.77
India VIX,17-04-2026,18.085,18.47,16.5925,17.21,-0.88,-4.87,-,-,-,-,-
