Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,05-02-2026,25755.9,25757.65,25579.5,25642.8,-133.2,-.52,343812628,28582.32,22.21,3.49,1.27
Nifty Next 50,05-02-2026,69078.5,69206.55,68524.65,68970.4,-328.15,-.47,253255608,13442.78,19.97,3.58,1.38
Nifty 100,05-02-2026,26351.75,26354.05,26182.8,26248.3,-134.4,-.51,597068236,42025.09,21.81,3.5,1.29
Nifty 200,05-02-2026,14347.2,14347.7,14252.7,14294.75,-67.2,-.47,1676019255,62583.32,23.25,3.63,1.2
Nifty 500,05-02-2026,23509.75,23509.95,23337.35,23411.7,-123.25,-.52,2511176041,84315.42,23.72,3.64,1.15
Nifty Midcap 50,05-02-2026,17120.05,17120.5,16946.05,17084.95,-38.45,-.22,393706815,14339.56,33.47,4.55,.8
NIFTY Midcap 100,05-02-2026,59662.5,59672.3,59069.65,59517.1,-166.5,-.28,1078951019,20558.23,32.96,4.33,.8
NIFTY Smallcap 100,05-02-2026,17151.35,17151.4,16896.8,16983.9,-221.2,-1.29,447100021,11726.08,30.29,3.67,.76
Nifty50 Dividend Points,05-02-2026,-,-,-,267.24,0.0,-,-,-,-,-,-
Nifty Auto,05-02-2026,27880.25,27882.95,27463.75,27664.5,-160.9,-.58,48447309,4149.79,29.72,4.74,1.14
Nifty Bank,05-02-2026,60315.35,60328.3,59881.05,60063.65,-174.5,-.29,231379745,7983.28,16.24,2.14,.98
Nifty Energy,05-02-2026,36435.8,36478.25,36078.2,36230.35,-140.0,-.38,453584603,8608.09,15.5,2.35,2.04
Nifty Financial Services,05-02-2026,27812.6,27814.85,27608.6,27689.35,-113.2,-.41,147802090,11311.99,17.87,2.92,.83
Nifty FMCG,05-02-2026,50915.05,51403.1,50615.9,50731.65,-191.1,-.38,40929473,2646.36,36.44,9.1,2.2
Nifty IT,05-02-2026,36215.65,36621.95,36023.9,36143.3,-202.35,-.56,33120017,5182.74,25.68,6.7,2.93
Nifty Media,05-02-2026,1396.25,1404.4,1375.25,1393.0,-1.35,-.1,26887873,584.47,30.03,1.47,1.39
Nifty Metal,05-02-2026,11838.2,11934.15,11726.1,11921.2,-123.05,-1.02,178649953,7070.74,20.51,3.11,1.54
