Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,16-03-2026,23116.1,23502,22955.25,23408.8,257.7,1.11,540293230,44710.21,20.48,3.18,1.33
Nifty Next 50,16-03-2026,64621.55,64969.5,63525.5,64462.3,-229.15,-.35,362408213,13193.24,18.02,3.34,1.47
Nifty 100,16-03-2026,23814.95,24155.85,23608.95,24055.4,206.15,.86,902701443,57903.45,20.02,3.21,1.36
Nifty 200,16-03-2026,12998.25,13162.25,12865.5,13103.6,85.35,.66,2106809842,77628.2,21.36,3.32,1.27
Nifty 500,16-03-2026,21355.95,21593.25,21110,21498.8,107.6,.5,3217472081,103510.19,21.81,3.34,1.21
Nifty Midcap 50,16-03-2026,15487.2,15610.9,15259.8,15497.0,-26.7,-.17,423552791,11472.6,29.88,4.13,.88
NIFTY Midcap 100,16-03-2026,54652.55,55013.3,53712.55,54614.95,-146.15,-.27,1204108399,19724.75,30.39,3.97,.88
NIFTY Smallcap 100,16-03-2026,15858.25,15892.2,15526.75,15810.35,-84.9,-.53,592324817,13785.4,28.17,3.42,.81
Nifty50 Dividend Points,16-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,16-03-2026,24085.95,24718.75,23863.4,24599.1,404.0,1.67,64591763,6649.64,29.08,4.22,1.29
Nifty Bank,16-03-2026,53721.5,54664.15,53258.15,54413.4,655.55,1.22,390205387,13320.22,14.58,1.9,1.08
Nifty Energy,16-03-2026,36101.9,36317.25,35258.5,35682.05,-389.8,-1.08,556385827,14042.08,14.98,2.31,1.92
Nifty Financial Services,16-03-2026,25113.35,25645.7,24946.05,25515.25,376.6,1.5,195678376,16846.08,16.3,2.69,.91
Nifty FMCG,16-03-2026,48005.85,48622.35,47826.35,48468.85,544.7,1.14,61338101,3299.79,34.96,8.68,1.7
Nifty IT,16-03-2026,28934.6,29202.7,28586.95,29042.55,-28.7,-.1,38924891,4207.78,20.64,5.39,3.65
Nifty Media,16-03-2026,1300.2,1308.35,1270.65,1293.5,-7.6,-.58,27621040,387.47,27.15,1.36,1.36
