Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,04-11-2023,17704.8,17748.75,17655.15,17722.3,98.25,0.56,304263454,25841.64,20.86,4.15,1.4
Nifty Next 50,04-11-2023,38467.55,38580.05,38245.6,38379.65,82.9,0.22,168887913,5145.61,26.04,4.27,2.01
Nifty 100,04-11-2023,17528.45,17571.05,17476.2,17540.8,94.5,0.54,473151367,30987.25,21.63,4.21,1.45
Nifty 200,04-11-2023,9184.15,9208.55,9158.35,9192.55,49.1,0.54,870021278,38462.66,21.69,3.93,1.44
Nifty 500,04-11-2023,14854.65,14893.6,14814.35,14867.25,76.7,0.52,1244492478,45157.23,21.59,3.89,1.41
Nifty Midcap 50,04-11-2023,8606.05,8634.8,8570.1,8607.85,25.9,0.3,197208061,4221.11,21.99,2.5,1.41
NIFTY Midcap 100,04-11-2023,30553.45,30696.1,30501.4,30623.5,153.4,0.5,396869911,7475.41,22.11,2.72,1.37
NIFTY Smallcap 100,04-11-2023,9258.25,9286.6,9238.8,9261.55,37.85,0.41,258841734,3279.91,16.68,2.84,1.52
Nifty50 Dividend Points,04-11-2023,-,-,-,0,0,-,-,-,-,-,-
Nifty Auto,04-11-2023,12679.15,12756,12640.4,12742.05,125.3,0.99,38083703,2600.76,32.25,4.93,1.04
Nifty Bank,04-11-2023,41232,41403.25,40990.2,41366.5,531.85,1.3,219237547,13404,15.85,2.68,0.69
Nifty Energy,04-11-2023,23181.5,23321.3,23162.85,23297.2,237.15,1.03,46098976,2006.77,12.3,2.13,3.26
Nifty Financial Services,04-11-2023,18518.7,18606.9,18447.4,18588.55,197.85,1.08,165434728,15410.95,17.53,3.61,0.76
Nifty FMCG,04-11-2023,46001.4,46330.05,45950.4,46269.7,360.05,0.78,29483279,1962.53,41.64,11.49,1.7
Nifty IT,04-11-2023,29051.75,29095.45,28530.5,28675.75,-365.85,-1.26,17749294,2707.43,25.29,8.03,2.6
Nifty Media,04-11-2023,1740.65,1750.55,1737.3,1745.4,10.5,0.61,16002807,148.05,-,2.68,0.74
Nifty Metal,04-11-2023,5601.45,5673.85,5590.3,5668.25,98,1.76,107033339,2280.97,11.74,1.77,5.41
Nifty MNC,04-11-2023,19357.65,19387.55,19258.85,19327.3,25.55,0.13,27548137,2352.76,33.3,7.06,3.18
Nifty Pharma,04-11-2023,12308.5,12401.1,12250.15,12300,1.25,0.01,14811116,1197.38,32.29,4.2,1.08
Nifty PSU Bank,04-11-2023,3773.8,3814.9,3763.85,3774.35,59.85,1.61,160248352,2504.9,8.61,1.01,1.71
Nifty Realty,04-11-2023,423.8,427.4,419.45,420.15,-1.2,-0.28,26502693,889.4,38.08,3.13,0.33
Nifty India Consumption,04-11-2023,7270.4,7293.2,7259.2,7288.7,48.5,0.67,56421843,4677.23,37.82,7.92,1.11
Nifty Commodities,04-11-2023,5650.55,5690.4,5645.5,5687.55,59.8,1.06,144765307,5001.37,13.84,2.18,3.17
Nifty Dividend Opportunities 50,04-11-2023,3926.45,3942.25,3908.1,3932.2,14.4,0.37,269433695,7689.82,15.04,2.78,4.03
Nifty Infrastructure,04-11-2023,5226.1,5237.3,5204.15,5224.7,16.95,0.33,99553315,4920.29,21.49,2.94,1.5
Nifty PSE,04-11-2023,4566.35,4594.2,4557.15,4591.3,33.8,0.74,122848320,1995.45,8.78,1.46,4.89
Nifty Services Sector,04-11-2023,23507.8,23558.6,23407.55,23490.85,116.4,0.5,187300311,18401.18,19.86,4.15,1.32
Nifty50 Shariah,04-11-2023,-,-,-,3769.69,-15.78,-0.42,94980778,5464.45,21.31,5.03,2.51
Nifty500 Shariah,04-11-2023,-,-,-,4948.6,-1.96,-0.04,314458035,13913.85,24.21,4.92,1.81
Nifty Low Volatility 50,04-11-2023,-,-,-,15786.14,16.36,0.1,160257663,17675.77,28.87,4.8,1.57
Nifty Alpha 50,04-11-2023,26268.85,26373.55,26207.8,26326.1,179.35,0.69,272326305,5702.76,15.32,2.21,1.5
