Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,09-02-2026,25888.7,25922.25,25780.9,25867.3,173.6,.68,359386006,28449.55,22.79,3.52,1.25
Nifty Next 50,09-02-2026,69436.45,69797.45,69107.35,69729.35,670.95,.97,237931045,10911.29,19.63,3.62,1.31
Nifty 100,09-02-2026,26487.75,26508.15,26380.4,26487.8,190.5,.72,597317051,39360.85,22.2,3.53,1.26
Nifty 200,09-02-2026,14418,14448.15,14374.85,14441.9,125.9,.88,1761040585,61583.23,23.66,3.66,1.17
Nifty 500,09-02-2026,23600.85,23693.05,23535.4,23683.4,249.4,1.06,2727014602,86849.99,24.14,3.68,1.12
Nifty Midcap 50,09-02-2026,17128.65,17266.2,17084.05,17249.15,225.85,1.33,276906760,10751.76,33.78,4.6,.79
NIFTY Midcap 100,09-02-2026,59896.2,60498.05,59767.55,60441.15,938.45,1.58,1163723534,22222.38,33.43,4.4,.8
NIFTY Smallcap 100,09-02-2026,17082.55,17404.15,17045.6,17385.9,447.25,2.64,535119307,13371.2,30.95,3.76,.73
Nifty50 Dividend Points,09-02-2026,-,-,-,274.43,0.0,-,-,-,-,-,-
Nifty Auto,09-02-2026,27673.95,27819.75,27479.05,27791.45,271.9,.99,50383139,3345.42,34.07,4.76,1.13
Nifty Bank,09-02-2026,60805.2,60876.2,60495.7,60669.35,548.8,.91,263383179,11866.25,16.41,2.17,.97
Nifty Energy,09-02-2026,36597.55,36646.7,36415.05,36578.85,127.15,.35,283559221,6512.11,15.45,2.37,1.7
Nifty Financial Services,09-02-2026,28120.6,28162.8,28008.85,28154.05,346.95,1.25,186101717,16086.31,18.15,2.97,.83
Nifty FMCG,09-02-2026,52041,52098.45,51582.8,52047.3,164.55,.32,53191861,3190.63,37.36,9.34,2.13
Nifty IT,09-02-2026,35840.9,36056.45,35544.05,35616.65,5.6,.02,25071773,3281.6,25.31,6.61,2.97
Nifty Media,09-02-2026,1396.65,1455.05,1396.6,1451.5,60.75,4.37,43615112,873.72,30.23,1.53,1.33
Nifty Metal,09-02-2026,12129.05,12243.15,12019.75,12129.45,186.3,1.56,180233303,6434.23,20.86,3.16,1.55
