Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,14-01-2026,25648.55,25791.75,25603.95,25665.6,-66.7,-.26,393126596,28944.88,22.38,3.49,1.31
Nifty Next 50,14-01-2026,68446.8,68984.6,68272.6,68786.9,264.9,.39,258044771,12990.62,20,3.58,1.43
Nifty 100,14-01-2026,26220.4,26373.2,26196.05,26256.3,-40.45,-.15,651171367,41935.5,21.95,3.5,1.33
Nifty 200,14-01-2026,14281.55,14363.35,14267.8,14309.4,-10.45,-.07,1922275679,63894.63,23.4,3.63,1.23
Nifty 500,14-01-2026,23422.1,23558.7,23399.9,23475.85,-4.8,-.02,2735985365,84496.83,24.05,3.65,1.17
Nifty Midcap 50,14-01-2026,17001.85,17108.8,16959.5,17054.25,20.25,.12,302900550,12505.17,33.33,4.54,.8
NIFTY Midcap 100,14-01-2026,59498.7,59889.25,59350.15,59770.5,172.7,.29,1271104312,21959.14,33.27,4.34,.8
NIFTY Smallcap 100,14-01-2026,17281.85,17453.9,17259.5,17410.85,115.05,.67,375797458,12112.11,31.7,3.76,.76
Nifty50 Dividend Points,14-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,14-01-2026,27893.8,27932.35,27635.7,27721.85,-193.25,-.69,32671031,2910.72,30.11,4.75,1.13
Nifty Bank,14-01-2026,59330.35,59796.65,59324.2,59580.15,1.35,0,341456051,12174.25,16.4,2.19,.98
Nifty Energy,14-01-2026,34364,34811.75,34328.65,34622.25,205.55,.6,307868097,8155.56,14.83,2.26,2.36
Nifty Financial Services,14-01-2026,27471.45,27644.35,27455,27501.4,-84.6,-.31,122775873,12030.7,17.81,2.9,.85
Nifty FMCG,14-01-2026,52608.8,52608.8,52162.35,52258.65,-318.5,-.61,26039797,1811.77,38.38,9.43,2.12
Nifty IT,14-01-2026,38127.2,38295.75,37649.15,37822.7,-413.85,-1.08,23623556,3959.4,26.93,7.03,2.96
Nifty Media,14-01-2026,1410.3,1419.75,1408.55,1415.45,1.6,.11,12992002,237.85,57.95,1.49,1.32
Nifty Metal,14-01-2026,11399.4,11717.55,11352.2,11661.4,306.2,2.7,279274690,12117.24,20.79,3.04,1.57
Nifty MNC,14-01-2026,30423.8,30581.45,30289.35,30475.4,79.0,.26,63538459,5822.89,37,8.84,1.5
Nifty Pharma,14-01-2026,22571.05,22580.85,22413.9,22505.4,-56.9,-.25,19297515,2572.59,33.25,4.87,.68
Nifty PSU Bank,14-01-2026,8743.45,8924.85,8673.85,8910.65,185.65,2.13,307800738,4617.49,9.13,1.46,2.1
Nifty Realty,14-01-2026,854.6,855.75,843.6,850.05,-7.9,-.92,12674532,1147.68,39.18,4.11,.35
Nifty India Consumption,14-01-2026,12021.65,12045.3,11961.35,11989.55,-53.0,-.44,111838381,10497.89,39.77,8.1,1.08
Nifty Commodities,14-01-2026,9477,9651.9,9453.2,9620.5,140.3,1.48,289219717,12308.12,16.93,2.29,1.77
Nifty Dividend Opportunities 50,14-01-2026,6328.55,6357.35,6316.8,6347.15,19.35,.31,535955893,21373.11,14.96,2.95,3.04
Nifty Infrastructure,14-01-2026,9202.4,9298.55,9180.25,9258.35,31.8,.34,235200457,10534.97,20.88,3.03,1.12
Nifty PSE,14-01-2026,9822.05,9986.55,9811.45,9935.65,97.2,.99,237786498,6834.11,11.33,2,3.18
Nifty Services Sector,14-01-2026,33373.1,33580.45,33330.9,33410.7,-129.05,-.38,245097160,20032.6,21.42,3.52,1.32
Nifty50 Shariah,14-01-2026,4826.55,4834.6,4788.1,4807.75,-24.95,-.52,76436145,7545.4,25.2,4.63,2.12
Nifty500 Shariah,14-01-2026,7079.95,7105.95,7057,7078.6,-13.2,-.19,544596140,27833.49,27.98,4.78,1.46
Nifty Low Volatility 50,14-01-2026,25501.9,25569,25402.3,25443.65,-127.85,-.5,172950352,21630.8,31.28,5.12,1.24
Nifty Alpha 50,14-01-2026,49281.5,49844.25,49105.85,49787.25,439.6,.89,158931123,14042.18,32.71,4.3,.59
Nifty High Beta 50,14-01-2026,3884.75,3934.6,3874,3923.55,35.0,.9,1144068339,17665.42,24.25,3.04,1.09
Nifty100 Equal Weight,14-01-2026,33576.75,33782.6,33500,33672.05,38.15,.11,651171367,41935.5,22.67,3.74,1.33
Nifty100 Liquid 15,14-01-2026,7385.6,7441.85,7373.35,7415.05,5.15,.07,186050226,9362.35,22.87,3.35,.88
Nifty CPSE,14-01-2026,6483.45,6621.45,6481.4,6580.4,83.0,1.28,143573708,4371.12,13.72,2.11,3.07
Nifty50 Value 20,14-01-2026,13238.45,13307.55,13223.1,13252.1,-19.85,-.15,180005777,12709.73,17.35,3.06,2.08
Nifty Midcap Liquid 15,14-01-2026,15817.25,15949.1,15771.05,15894.55,75.15,.48,173507136,6425.38,36.39,4.51,.62
Nifty Shariah 25,14-01-2026,8416.95,8417.55,8344.95,8364.15,-61.85,-.73,71883577,7598.7,29.6,5.3,1.89
India VIX,14-01-2026,11.1975,11.4725,11.0125,11.32,0.12,1.09,-,-,-,-,-
Nifty Growth Sectors 15,14-01-2026,12529,12533.4,12366.9,12410.5,-137.25,-1.09,27808376,6146.08,32.36,7.38,1.78
Nifty50 TR 1x Inverse,14-01-2026,167.05,167.3,166.1,166.9,0.45,.27,-,-,-,-,-
Nifty50 TR 2x Leverage,14-01-2026,21146.15,21382.35,21072.6,21174.35,-113.45,-.53,-,-,-,-,-
Nifty50 PR 1x Inverse,14-01-2026,204.15,204.5,203,204.0,0.55,.27,-,-,-,-,-
Nifty50 PR 2x Leverage,14-01-2026,14131.75,14289.6,14082.6,14150.6,-75.85,-.53,-,-,-,-,-
NIFTY100 Quality 30,14-01-2026,5865.75,5883.4,5837.75,5849.15,-24.55,-.42,114859015,11055.69,32.21,8.05,1.87
Nifty 50 Futures Index,14-01-2026,-,-,-,6522.09,-18.21,-.28,-,-,-,-,-
Nifty 50 Arbitrage,14-01-2026,-,-,-,2615.69,0.45,.02,-,-,-,-,-
Nifty 50 Futures TR Index,14-01-2026,-,-,-,27470.95,-72.2,-.26,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,14-01-2026,-,-,-,39001.67,-265.48,-.68,5329451,942.85,29.83,4.9,1.26
Nifty India Corporate Group Index - Tata Group,14-01-2026,-,-,-,16185.13,-122.4,-.75,85674313,4479.4,31.64,6.02,2.12
Nifty India Corporate Group Index - Aditya Birla Group,14-01-2026,-,-,-,9295.63,144.14,1.58,713002378,2292.17,89.36,3.2,.45
Nifty Conglomerate 50,14-01-2026,-,-,-,14743.89,-0.77,-.01,846461205,12075.68,28.83,3.89,1.05
