Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,04-06-2023,17533.85,17638.7,17502.85,17599.15,42.1,0.24,242708337,23543.21,20.72,4.12,1.41
Nifty Next 50,04-06-2023,38119.4,38231.55,38008.4,38187.05,92.75,0.24,190574125,7499.09,25.91,4.25,2.02
Nifty 100,04-06-2023,17357.55,17451.1,17321.3,17414.65,40.7,0.23,433282462,31042.29,21.47,4.18,1.46
Nifty 200,04-06-2023,9090.55,9142.65,9072.35,9124.5,26.15,0.29,909826081,38320.74,21.53,3.9,1.45
Nifty 500,04-06-2023,14701.1,14786,14673.7,14759.2,49.8,0.34,1301693047,45127.78,21.43,3.86,1.42
Nifty Midcap 50,04-06-2023,8490.35,8559.15,8466.7,8550.65,55.1,0.65,243404412,3979.11,21.85,2.48,1.42
NIFTY Midcap 100,04-06-2023,30152.8,30397.6,30058.05,30353.8,193.65,0.64,476543619,7278.44,21.91,2.7,1.38
NIFTY Smallcap 100,04-06-2023,9141.45,9210.05,9112.25,9198.35,71.5,0.78,267688634,3653.96,16.56,2.82,1.54
Nifty50 Dividend Points,04-06-2023,-,-,-,0,0,-,-,-,-,-,-
Nifty Auto,04-06-2023,12366.6,12479.85,12312.75,12469.35,111.7,0.9,32600318,2076.12,31.56,4.82,1.07
Nifty Bank,04-06-2023,40940.7,41274.7,40820.55,41041,41.85,0.1,196452877,10791.31,15.73,2.66,0.7
Nifty Energy,04-06-2023,22763.15,22887.4,22683.05,22816.05,108.15,0.48,54285063,3071.43,12.05,2.09,3.33
Nifty Financial Services,04-06-2023,18345.65,18510.55,18303.8,18462.15,90,0.49,182266896,14509.81,17.41,3.58,0.77
Nifty FMCG,04-06-2023,46347.25,46353.7,46023.3,46109.15,-252.1,-0.54,24509751,1782.77,41.5,11.45,1.71
Nifty IT,04-06-2023,28876.2,29004.8,28666,28764.55,-212.65,-0.73,16880663,2537.08,25.37,8.05,2.59
Nifty Media,04-06-2023,1727.15,1742.05,1723.15,1732.8,9.65,0.56,20212287,173.04,-,2.66,0.74
Nifty Metal,04-06-2023,5495.25,5556.7,5466.65,5528.1,31.8,0.58,80830389,2467.52,11.45,1.73,5.55
Nifty MNC,04-06-2023,19330.15,19370.05,19251.55,19355.55,36,0.19,44712421,2657.63,33.35,7.07,3.16
Nifty Pharma,04-06-2023,12192.3,12289.15,12163.1,12274.35,92.5,0.76,16781572,1138.39,32.23,4.2,1.08
Nifty PSU Bank,04-06-2023,3726.8,3785.5,3705.1,3738,12.3,0.33,159935404,2402.01,8.52,1,1.73
Nifty Realty,04-06-2023,392.65,405.45,391.2,404,11.15,2.84,24652875,776.49,36.61,3.01,0.35
Nifty India Consumption,04-06-2023,7243.3,7252.5,7197.75,7235.1,-6.3,-0.09,54100564,4299.36,37.54,7.86,1.11
Nifty Commodities,04-06-2023,5570.95,5597.85,5553.25,5580.4,12.55,0.23,133058924,5471.77,13.57,2.13,3.23
Nifty Dividend Opportunities 50,04-06-2023,3898.45,3901.6,3883.05,3893.15,-8.15,-0.21,222558592,6788.54,14.89,2.75,4.07
Nifty Infrastructure,04-06-2023,5141.65,5181.95,5139,5164.3,22.3,0.43,105022210,5849.02,21.25,2.91,1.51
Nifty PSE,04-06-2023,4490.85,4495.6,4472.85,4485.8,-0.3,-0.01,132096674,2046.07,8.58,1.43,5.01
