Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,19-03-2026,23197.75,23378.7,22930.35,23002.15,-775.65,-3.26,550147401,42000.27,20.13,3.13,1.36
Nifty Next 50,19-03-2026,64706.75,64706.75,63319.75,63573.8,-2094.7,-3.19,219449775,9016.46,17.77,3.29,1.47
Nifty 100,19-03-2026,23890.1,24043.4,23575.15,23651.95,-794.5,-3.25,769597176,51016.73,19.69,3.15,1.38
Nifty 200,19-03-2026,13064.1,13133.1,12874.1,12918.65,-432.5,-3.24,1963506294,71225.08,21.05,3.28,1.29
Nifty 500,19-03-2026,21466.4,21562.8,21156.2,21225.8,-691.6,-3.16,3292655287,89031.7,21.53,3.3,1.22
Nifty Midcap 50,19-03-2026,15709.35,15730.75,15385.7,15458.0,-525.45,-3.29,328944768,10509.68,29.8,4.12,.89
NIFTY Midcap 100,19-03-2026,55391.2,55419.85,54253.7,54492.3,-1797.55,-3.19,1193909118,20208.35,30.32,3.96,.89
NIFTY Smallcap 100,19-03-2026,15933.15,15959.4,15656.9,15704.25,-474.9,-2.94,292109168,8252.63,27.99,3.39,.77
Nifty50 Dividend Points,19-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,19-03-2026,25078.8,25093.15,24380.55,24509.9,-1088.95,-4.25,58784250,4206.77,28.97,4.2,1.29
Nifty Bank,19-03-2026,53474.55,54150.3,53240.6,53451.0,-1875.05,-3.39,395346799,20607.88,14.32,1.87,1.1
Nifty Energy,19-03-2026,35752.85,36137.4,35527.1,35639.35,-502.6,-1.39,1125709142,14004.06,14.96,2.31,1.91
Nifty Financial Services,19-03-2026,25148.7,25376.1,24853.65,24951.8,-975.55,-3.76,294313067,24355.33,15.94,2.63,.91
Nifty FMCG,19-03-2026,47549.15,47914.55,46740.35,46861.95,-1217.05,-2.53,35211930,2137.24,33.8,8.3,1.75
Nifty IT,19-03-2026,29141.95,29321.85,28477.5,28579.6,-979.7,-3.31,32021216,3091.87,20.31,5.3,3.71
Nifty Media,19-03-2026,1340.3,1346.1,1307.35,1311.45,-40.25,-2.98,21049796,397.29,27.53,1.38,1.34
Nifty Metal,19-03-2026,11389.55,11521.1,11198.8,11249.35,-376.1,-3.24,119715488,4605.35,19.08,2.93,1.63
Nifty MNC,19-03-2026,29125.3,29211.1,28559.35,28673.3,-858.6,-2.91,47313486,4195.31,35.47,8.23,1.57
Nifty Pharma,19-03-2026,22413.1,22503.45,22040.55,22101.65,-530.95,-2.35,15180878,1797.84,33.07,4.82,.71
Nifty PSU Bank,19-03-2026,8483.1,8523.55,8353.2,8410.3,-251.65,-2.91,109843367,2565.5,8.34,1.38,2.28
Nifty Realty,19-03-2026,717.6,717.6,698.95,702.95,-27.85,-3.81,9514577,791.73,31.66,3.4,.42
Nifty India Consumption,19-03-2026,10776,10816.2,10551.65,10591.7,-349.75,-3.2,153275253,11105.86,35.41,7.12,1.05
Nifty Commodities,19-03-2026,9365.7,9436.05,9242.4,9271.4,-238.45,-2.51,261992664,10761.78,15.58,2.2,1.74
Nifty Dividend Opportunities 50,19-03-2026,5857.7,5886.05,5753.05,5771.75,-171.4,-2.88,415265003,15905.52,13.26,2.68,2.97
Nifty Infrastructure,19-03-2026,8834.45,8867.45,8684.85,8716.55,-250.2,-2.79,274712797,12946.65,19.7,2.86,1.07
Nifty PSE,19-03-2026,9928.7,9988.45,9795.95,9822.1,-226.85,-2.26,228487031,6233.1,10.65,1.97,2.92
Nifty Services Sector,19-03-2026,29629.45,29947.85,29389.15,29475.45,-1065.45,-3.49,430062767,31319.54,19.07,3.11,1.43
Nifty50 Shariah,19-03-2026,4173.55,4200.65,4095.45,4105.0,-125.55,-2.97,70303721,5908.63,22.83,3.95,2.29
Nifty500 Shariah,19-03-2026,6401.15,6418.65,6282.85,6299.65,-193.1,-2.97,535358262,23671.47,25.26,4.26,1.51
Nifty Low Volatility 50,19-03-2026,23383.3,23495.15,22991.8,23056.75,-688.8,-2.9,338118780,33241.16,27.89,4.64,1.3
Nifty Alpha 50,19-03-2026,47494.6,47502.6,46417.65,46650.8,-1578.2,-3.27,173489036,15436.91,28.98,4.03,.63
Nifty High Beta 50,19-03-2026,3574.95,3584.35,3494.6,3511.15,-128.4,-3.53,967908290,13320.39,21.16,2.72,1.16
Nifty100 Equal Weight,19-03-2026,31497.7,31565.4,30881.4,30988.45,-999.8,-3.13,769597176,51016.73,20.67,3.44,1.37
Nifty100 Liquid 15,19-03-2026,6935.8,6972.1,6817.35,6852.15,-205.1,-2.91,209635456,12919.18,21.96,3.1,.95
Nifty CPSE,19-03-2026,6991.2,7081.5,6975.5,6990.4,-65.25,-.92,125658135,3321.02,14.34,2.23,2.66
Nifty50 Value 20,19-03-2026,11935.3,12040.4,11768.8,11809.95,-323.55,-2.67,175653236,11708.83,15.71,2.72,2.07
Nifty Midcap Liquid 15,19-03-2026,14463.4,14524.35,14147.45,14219.1,-505.15,-3.43,180845450,4593.92,33.78,4.04,.72
Nifty Shariah 25,19-03-2026,7402.95,7439.95,7267,7283.85,-217.5,-2.9,61037226,5599.34,25.91,4.6,1.88
India VIX,19-03-2026,18.7225,23.195,18.7225,22.8,4.08,21.79,-,-,-,-,-
Nifty Growth Sectors 15,19-03-2026,10666.65,10718.2,10435.75,10467.5,-362.5,-3.35,37981436,5999.79,26.93,6.22,2.03
Nifty50 TR 1x Inverse,19-03-2026,185.1,187.15,183.8,186.6,5.9,3.27,-,-,-,-,-
Nifty50 TR 2x Leverage,19-03-2026,17098.55,17361.7,16696.6,16802.8,-1175.5,-6.54,-,-,-,-,-
Nifty50 PR 1x Inverse,19-03-2026,226.45,228.95,224.85,228.3,7.25,3.28,-,-,-,-,-
Nifty50 PR 2x Leverage,19-03-2026,11400.05,11575.5,11132.1,11202.85,-783.75,-6.54,-,-,-,-,-
NIFTY100 Quality 30,19-03-2026,5258.4,5277.55,5149.15,5166.05,-160.3,-3.01,97861796,8770.44,28,7.07,2
Nifty India Corporate Group Index - Mahindra Group,19-03-2026,-,-,-,32925.8,-1555.88,-4.51,5890239,1205.03,23.57,4.13,1.5
Nifty India Corporate Group Index - Aditya Birla Group,19-03-2026,-,-,-,8311.16,-359.19,-4.14,650627111,1842.87,78.04,2.86,.51
Nifty India Corporate Group Index - Tata Group,19-03-2026,-,-,-,13754.17,-455.39,-3.2,59699303,3084.57,28.64,4.99,2.2
Nifty India Corporate Group Index - Tata Group 25% Cap,19-03-2026,13871.3,13923.15,13592.25,13629.3,-439.3,-3.12,49823108,2697.49,33.33,4.31,1.65
Nifty Private Bank,19-03-2026,25399.1,25746.4,25315.3,25399.65,-896.25,-3.41,343326487,18460.86,17.79,2,.61
Nifty Smallcap 250,19-03-2026,14926.65,14968.9,14717.45,14753.25,-400.3,-2.64,1233927378,15283.73,24.29,3.15,.78
Nifty Smallcap 50,19-03-2026,7827.55,7833.15,7667.9,7696.25,-244.5,-3.08,137301699,4793.22,27.72,3.41,.77
Nifty Midcap 150,19-03-2026,20424.65,20434.35,20030.55,20108.95,-637.85,-3.07,1289130733,22731.25,29.96,4.07,.9
Nifty Midcap Select,19-03-2026,12751.45,12780.15,12454.05,12517.0,-463.55,-3.57,216146737,7375.08,26.32,4.13,.89
NIFTY LargeMidcap 250,19-03-2026,15270.65,15321.4,15022.3,15075.9,-492.2,-3.16,2058727909,73747.98,23.81,3.56,1.13
NIFTY SME EMERGE,19-03-2026,12069.45,12077.4,11891.65,11895.85,-200.2,-1.66,-,-,18.27,3.13,.27
Nifty Oil & Gas,19-03-2026,11074.35,11192.5,10930.25,10974.65,-222.25,-1.98,202249935,8954.84,9.27,1.5,2.41
Nifty Financial Services 25/50,19-03-2026,27605.25,27848.4,27237.4,27345.25,-1075.25,-3.78,294313067,24355.33,15.89,2.76,.99
Nifty Healthcare Index,19-03-2026,14331.25,14381.3,14075.25,14116.85,-352.95,-2.44,19392349,2243.03,35.85,5.3,.6
Nifty500 Multicap 50:25:25,19-03-2026,14843.85,14889.55,14622.35,14669.0,-462.25,-3.05,3292655287,89031.7,22.74,3.34,1.11
Nifty Microcap 250,19-03-2026,20003.1,20098.1,19732.1,19755.35,-570.5,-2.81,288245180,4024.29,23.17,2.52,.88
Nifty Total Market,19-03-2026,12038.5,12090.3,11865.2,11903.05,-386.25,-3.14,3580900467,93055.99,21.59,3.26,1.21
Nifty India Digital,19-03-2026,7503.2,7520.6,7342.4,7370.8,-253.1,-3.32,768146474,8127.91,54.53,6.98,1.86
Nifty Mobility,19-03-2026,20573.1,20576.8,19998.9,20092.85,-851.75,-4.07,298030424,14240.94,29,4.12,1.17
Nifty India Defence,19-03-2026,7976.55,7999.5,7765.2,7792.15,-300.25,-3.71,23813366,2678.23,50.11,10.4,.61
Nifty Financial Services Ex-Bank,19-03-2026,29478.8,29519.6,28642,28784.35,-1196.4,-3.99,118213376,8778.15,21.58,4.05,.82
