Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,12-01-2026,25669.05,25813.15,25473.4,25790.25,106.95,.42,275757268,23874.45,22.45,3.51,1.3
Nifty Next 50,12-01-2026,68553.65,68770.85,67642.7,68699.05,206.85,.3,203488694,10814.79,19.98,3.57,1.43
Nifty 100,12-01-2026,26244.65,26380.5,26020.45,26357.4,104.45,.4,479245962,34689.24,22.01,3.52,1.32
Nifty 200,12-01-2026,14304.1,14366.05,14163.2,14352.1,45.15,.32,2107671981,55656.36,23.47,3.64,1.23
Nifty 500,12-01-2026,23459.4,23533.45,23199.5,23510.45,43.1,.18,3129313561,77628.47,24.08,3.65,1.17
Nifty Midcap 50,12-01-2026,17100.55,17134.95,16842,17085.4,-11.1,-.06,373331078,11458.95,33.39,4.55,.8
NIFTY Midcap 100,12-01-2026,59768.35,59845.15,58827.9,59717.1,-31.05,-.05,1628426019,20967.12,33.41,4.34,.8
NIFTY Smallcap 100,12-01-2026,17287.1,17294.65,16946.95,17193.3,-89.35,-.52,715447386,14222.66,31.24,3.72,.77
Nifty50 Dividend Points,12-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,12-01-2026,28055.45,28165.55,27492.65,28011.75,-75.9,-.27,42642499,3265.14,30.42,4.8,1.12
Nifty Bank,12-01-2026,59217.25,59541.1,58864.2,59450.5,198.95,.34,262444337,7760.26,16.37,2.18,.98
Nifty Energy,12-01-2026,34404.75,34517.95,33899.35,34473.55,64.25,.19,340747874,8238.47,14.77,2.25,2.37
Nifty Financial Services,12-01-2026,27407.15,27545.8,27258.5,27518.5,136.4,.5,108264431,11328.45,17.82,2.9,.85
Nifty FMCG,12-01-2026,52381.25,52814.85,52271.75,52745.5,307.35,.59,31655137,2244.03,38.74,9.52,2.1
Nifty IT,12-01-2026,37938.6,38079.6,37573.1,37988.25,-38.95,-.1,20222265,3469.82,26.73,7.06,2.95
Nifty Media,12-01-2026,1422.1,1422.1,1384.6,1403.15,-22.15,-1.55,25322395,465.61,57.45,1.48,1.33
