Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,23-03-2026,22824.35,22851.7,22471.25,22512.65,-601.85,-2.6,550275334,41002.59,19.7,3.06,1.39
Nifty Next 50,23-03-2026,63236.75,63238.65,61272.25,61414.9,-2447.4,-3.83,318913938,13199.29,17.16,3.18,1.55
Nifty 100,23-03-2026,23478.8,23504.2,23054.3,23098.25,-667.85,-2.81,869189272,54201.88,19.23,3.08,1.41
Nifty 200,23-03-2026,12830.6,12839.55,12568.75,12594.3,-391.1,-3.01,2185309587,74856.87,20.53,3.19,1.32
Nifty 500,23-03-2026,21079.6,21090.05,20611.8,20664.25,-663.65,-3.11,3136334245,94234.36,20.96,3.21,1.26
Nifty Midcap 50,23-03-2026,15405.45,15405.45,14956.15,15000.5,-572.1,-3.67,430608272,12592.36,28.92,3.99,.87
NIFTY Midcap 100,23-03-2026,54242.4,54242.4,52573.55,52717.55,-2137.95,-3.9,1316120315,20654.98,29.33,3.83,.89
NIFTY Smallcap 100,23-03-2026,15565.3,15565.3,14986,15098.7,-619.9,-3.94,430907346,10169.66,26.9,3.26,.79
Nifty50 Dividend Points,23-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,23-03-2026,24433.45,24433.45,23865.65,23934.75,-781.15,-3.16,69298956,4421.7,28.29,4.1,1.32
Nifty Bank,23-03-2026,52576.1,52665.3,51323.6,51437.75,-1989.3,-3.72,397272538,13308.41,13.78,1.8,1.14
Nifty Energy,23-03-2026,35681.15,35713.8,34648.5,34839.45,-1068.85,-2.98,580145384,12004.33,14.62,2.26,1.95
Nifty Financial Services,23-03-2026,24400.95,24427.95,23895.7,23959.2,-821.95,-3.32,224293233,17817.15,15.3,2.52,.98
Nifty FMCG,23-03-2026,46699.05,46743.95,45740.9,45837.05,-1170.5,-2.49,60769037,3296.45,33.06,8.12,1.79
Nifty IT,23-03-2026,28847.9,29295.7,28613.8,29147.05,-52.55,-.18,42973170,5221.72,20.71,5.41,3.63
Nifty Media,23-03-2026,1294.85,1294.9,1245.05,1253.35,-51.75,-3.97,37751485,657.38,26.31,1.32,1.41
Nifty Metal,23-03-2026,11215.15,11223.8,10819.85,10863.45,-549.3,-4.81,181855473,6669.93,18.43,2.83,1.59
Nifty MNC,23-03-2026,28632.45,28632.45,27932.2,28031.55,-843.45,-2.92,64387920,5421.08,34.67,8.05,1.61
Nifty Pharma,23-03-2026,22461.8,22462.9,21983.7,22053.1,-487.6,-2.16,20528488,2509.24,33,4.8,.71
Nifty PSU Bank,23-03-2026,8443.25,8448.3,8188.6,8231.65,-352.95,-4.11,147743415,3152.95,8.17,1.35,2.33
Nifty Realty,23-03-2026,686.35,688.5,661.35,663.4,-33.0,-4.74,15140440,1262.25,29.88,3.21,.45
Nifty India Consumption,23-03-2026,10564.15,10564.75,10319.1,10338.0,-333.65,-3.13,197502341,13724.33,34.56,6.95,1.08
Nifty Commodities,23-03-2026,9289.8,9295.95,9029,9058.15,-332.35,-3.54,314828020,13784.67,15.22,2.15,1.74
Nifty Dividend Opportunities 50,23-03-2026,5765.35,5767.6,5671.25,5695.0,-138.8,-2.38,508998602,19432.25,13.08,2.64,3.01
Nifty Infrastructure,23-03-2026,8720.8,8731.15,8526.6,8573.9,-226.25,-2.57,325926648,16139.78,19.38,2.81,1.09
Nifty PSE,23-03-2026,9790.8,9805.8,9549.45,9593.9,-288.1,-2.92,270478804,7235.12,10.41,1.92,2.99
Nifty Services Sector,23-03-2026,29051.65,29108.05,28651.6,28708.5,-767.15,-2.6,391854541,27245.7,18.57,3.02,1.46
Nifty50 Shariah,23-03-2026,4119.05,4126.5,4082.25,4097.85,-60.3,-1.45,88664249,8887.05,22.79,3.94,2.3
Nifty500 Shariah,23-03-2026,6300.4,6300.6,6178.05,6190.9,-169.7,-2.67,664783647,27857.56,24.83,4.19,1.53
