Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,08-01-2026,26106.5,26133.2,25858.45,25876.85,-263.9,-1.01,328520950,27556.32,22.53,3.52,1.3
Nifty Next 50,08-01-2026,70633.9,70648.35,69077.5,69196.1,-1494.5,-2.11,217388284,11714.39,20.13,3.6,1.42
Nifty 100,08-01-2026,26748.95,26772.5,26439.7,26462.6,-319.2,-1.19,545909234,39270.72,22.1,3.53,1.32
Nifty 200,08-01-2026,14600.8,14611.7,14408.25,14421.05,-194.8,-1.33,2030181944,60026.71,23.58,3.66,1.22
Nifty 500,08-01-2026,23996.2,24010.45,23657.35,23680.1,-336.5,-1.4,2749321338,79202.12,24.26,3.68,1.16
Nifty Midcap 50,08-01-2026,17530.65,17536.15,17199.3,17215.45,-318.9,-1.82,457143264,12223.31,33.65,4.59,.8
NIFTY Midcap 100,08-01-2026,61415.55,61437.25,60144.95,60222.55,-1202.15,-1.96,1484272710,20755.99,33.7,4.37,.79
NIFTY Smallcap 100,08-01-2026,17972.7,17997.25,17560.75,17601.05,-357.45,-1.99,417858873,11027,31.98,3.81,.75
Nifty50 Dividend Points,08-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,08-01-2026,28639.25,28662,28357.6,28414.95,-277.45,-.97,39497438,3453.46,30.86,4.87,1.11
Nifty Bank,08-01-2026,59893.15,60112.85,59564.8,59686.5,-304.35,-.51,312854042,8251.14,16.43,2.19,.98
Nifty Energy,08-01-2026,35720.25,35785.85,34662.9,34729.65,-1033.85,-2.89,320746362,9814.39,14.88,2.26,2.35
Nifty Financial Services,08-01-2026,27823.65,27896.95,27592.7,27672.6,-180.75,-.65,103055189,10154.59,17.92,2.92,.84
Nifty FMCG,08-01-2026,53419.65,53515.65,52922.1,53010.15,-483.65,-.9,54950898,3195.55,38.93,9.57,2.09
Nifty IT,08-01-2026,38686.55,38728.65,37853.75,37920.3,-768.5,-1.99,24860291,3823.21,26.68,7.05,2.95
Nifty Media,08-01-2026,1456.8,1459.25,1433.1,1437.4,-20.15,-1.38,20541771,367.92,58.85,1.51,1.3
Nifty Metal,08-01-2026,11517.45,11517.75,11107.15,11132.0,-392.0,-3.4,232336744,8302.06,19.85,2.9,1.64
Nifty MNC,08-01-2026,30972.75,30985.55,30478.8,30517.15,-498.15,-1.61,42431488,4954.71,37.05,8.85,1.5
Nifty Pharma,08-01-2026,23260.25,23260.25,22927.3,22962.55,-323.7,-1.39,18166790,2495.3,33.93,4.97,.67
Nifty PSU Bank,08-01-2026,8755.5,8775.35,8564.35,8585.35,-182.3,-2.08,104674333,1955.75,8.8,1.4,2.18
Nifty Realty,08-01-2026,908.8,920,891.9,894.25,-15.55,-1.71,16203057,1505.39,41.22,4.33,.33
Nifty India Consumption,08-01-2026,12238.15,12253.15,12134.55,12156.6,-93.3,-.76,121912291,11409.44,40.34,8.21,1.06
Nifty Commodities,08-01-2026,9657.35,9662.25,9417.25,9437.25,-232.45,-2.4,226381424,9247.24,16.61,2.25,1.81
Nifty Dividend Opportunities 50,08-01-2026,6402.7,6405.25,6283.8,6293.05,-116.9,-1.82,430747963,16580.56,14.8,2.93,3.06
Nifty Infrastructure,08-01-2026,9551.8,9560.35,9368.25,9383.35,-179.85,-1.88,221753272,12130.11,21.17,3.08,1.1
Nifty PSE,08-01-2026,10065.6,10100.05,9810.95,9830.8,-250.5,-2.48,254652554,6768.44,11.21,1.98,3.21
Nifty Services Sector,08-01-2026,33823.95,33892,33575.7,33624.0,-236.55,-.7,189063891,17086.35,21.52,3.54,1.31
Nifty50 Shariah,08-01-2026,4879.3,4879.3,4804.95,4811.7,-77.4,-1.58,48538558,6229.91,25.05,4.63,2.12
Nifty500 Shariah,08-01-2026,7266.3,7266.3,7131.5,7139.8,-133.55,-1.84,633829997,27751.66,28.13,4.82,1.45
Nifty Low Volatility 50,08-01-2026,25965.55,25965.55,25643.7,25661.75,-329.7,-1.27,176208995,22119.02,31.5,5.17,1.23
Nifty Alpha 50,08-01-2026,51064.3,51064.3,49985.05,50076.35,-988.1,-1.94,150374290,13254.38,32.9,4.33,.58
Nifty High Beta 50,08-01-2026,4053.35,4062.4,3937.45,3946.3,-105.3,-2.6,1212420057,15719.77,24.96,3.06,1.08
