Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,13-01-2026,25897.35,25899.8,25603.3,25732.3,-57.95,-.22,339536336,31434.03,22.4,3.5,1.3
Nifty Next 50,13-01-2026,68907.75,69126.65,67946.65,68522.0,-177.05,-.26,168752920,9029.17,19.93,3.56,1.43
Nifty 100,13-01-2026,26462.05,26462.75,26150.55,26296.75,-60.65,-.23,508289256,40463.21,21.96,3.51,1.33
Nifty 200,13-01-2026,14408.55,14413.35,14231.85,14319.85,-32.25,-.22,2012037813,59770.1,23.4,3.63,1.23
Nifty 500,13-01-2026,23603.45,23627.05,23336.05,23480.65,-29.8,-.13,2794307318,77163.65,24.04,3.65,1.17
Nifty Midcap 50,13-01-2026,17147.85,17193.1,16886.85,17034.0,-51.4,-.3,294092156,11617.26,33.29,4.54,.8
NIFTY Midcap 100,13-01-2026,59942.5,60109.75,59071.5,59597.8,-119.3,-.2,1503748557,19306.89,33.18,4.33,.8
NIFTY Smallcap 100,13-01-2026,17264.25,17359.25,17163.95,17295.8,102.5,.6,504599822,10172.06,31.5,3.74,.76
Nifty50 Dividend Points,13-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,13-01-2026,28154.35,28159.55,27694.6,27915.1,-96.65,-.35,34402723,3062.14,30.32,4.78,1.13
Nifty Bank,13-01-2026,59767.55,59767.55,59312.05,59578.8,128.3,.22,224165921,9646.09,16.4,2.19,.98
Nifty Energy,13-01-2026,34630,34705.9,34177.9,34416.7,-56.85,-.16,317799082,7701.07,14.74,2.24,2.37
Nifty Financial Services,13-01-2026,27618.85,27670.05,27465.3,27586.0,67.5,.25,119902777,12566.36,17.87,2.91,.84
Nifty FMCG,13-01-2026,52816.4,53007.15,52326.25,52577.15,-168.35,-.32,39774248,2569.48,38.61,9.49,2.11
Nifty IT,13-01-2026,38227.85,38394.4,37777.75,38236.55,248.3,.65,33650711,5753.65,26.9,7.1,2.93
Nifty Media,13-01-2026,1409.95,1423.6,1406.95,1413.85,10.7,.76,21800455,457.68,57.89,1.49,1.32
Nifty Metal,13-01-2026,11366.8,11440.95,11267.55,11355.2,39.45,.35,132191772,5975.22,20.25,2.96,1.61
Nifty MNC,13-01-2026,30454.9,30577.05,30199.95,30396.4,7.95,.03,35417231,4169.67,36.9,8.82,1.51
Nifty Pharma,13-01-2026,22708.05,22742.7,22392.25,22562.3,-106.15,-.47,20442563,2255.91,33.34,4.88,.68
Nifty PSU Bank,13-01-2026,8709.1,8741.65,8649.45,8725.0,67.8,.78,133967510,2556.21,8.94,1.43,2.14
Nifty Realty,13-01-2026,865.15,871.1,848.25,857.95,-5.35,-.62,15205820,1457.69,39.54,4.15,.35
Nifty India Consumption,13-01-2026,12123.6,12150.35,11963.85,12042.55,-38.4,-.32,129208848,12374.14,39.95,8.14,1.07
Nifty Commodities,13-01-2026,9515.2,9530.85,9412.5,9480.2,-10.95,-.12,169982771,8392.93,16.68,2.26,1.8
Nifty Dividend Opportunities 50,13-01-2026,6340.15,6344.85,6288.8,6327.8,18.05,.29,339890801,16196.49,14.88,2.95,3.05
Nifty Infrastructure,13-01-2026,9346.45,9348.55,9162.35,9226.55,-106.25,-1.14,216241734,11666.77,20.81,3.02,1.12
