Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,11-03-2026,24231.85,24299,23834.3,23866.85,-394.75,-1.63,407400643,32549.4,20.88,3.24,1.31
Nifty Next 50,11-03-2026,67375.9,67765.4,66363.7,66498.65,-729.3,-1.08,232382269,10739.82,18.58,3.45,1.38
Nifty 100,11-03-2026,24941.6,25020.5,24538.8,24574.55,-383.25,-1.54,639782912,43289.21,20.46,3.28,1.32
Nifty 200,11-03-2026,13617.45,13666.4,13395.95,13415.7,-202.05,-1.48,1513837776,63452.54,21.86,3.4,1.24
Nifty 500,11-03-2026,22351.85,22440.9,22009.3,22042.3,-300.65,-1.35,2361131997,87457.1,22.36,3.42,1.18
Nifty Midcap 50,11-03-2026,16297.05,16359.05,15961.15,15991.65,-270.6,-1.66,298467663,11581.14,30.83,4.26,.86
NIFTY Midcap 100,11-03-2026,57335.2,57656.9,56363.4,56461.1,-716.55,-1.25,874054864,20163.32,31.42,4.11,.86
NIFTY Smallcap 100,11-03-2026,16521.85,16652.85,16384.25,16414.85,-58.95,-.36,400656176,10186.02,29.25,3.55,.78
Nifty50 Dividend Points,11-03-2026,-,-,-,279.19,0.0,-,-,-,-,-,-
Nifty Auto,11-03-2026,26761.75,26851.65,25875.2,25926.0,-844.55,-3.15,71703229,5268.16,30.65,4.44,1.22
Nifty Bank,11-03-2026,56790.4,56938.4,55631.95,55735.75,-1215.05,-2.13,261028306,9965.82,14.93,1.95,1.05
Nifty Energy,11-03-2026,36167.2,36536.6,36070.15,36138.5,99.55,.28,411567534,11465.01,15.17,2.34,1.88
Nifty Financial Services,11-03-2026,26447,26538.5,25869.35,25920.8,-614.4,-2.32,163177496,13247.76,16.55,2.73,.89
Nifty FMCG,11-03-2026,49649.55,49685.5,48964.95,49059.7,-543.85,-1.1,33516568,2409.69,35.38,8.78,1.68
Nifty IT,11-03-2026,30043.85,30231.4,29598.3,29651.7,-372.3,-1.24,47680858,3735.33,21.07,5.5,3.57
Nifty Media,11-03-2026,1353.85,1377.75,1338.6,1344.75,-7.0,-.52,20446338,259.3,28.22,1.42,1.34
Nifty Metal,11-03-2026,11929.2,12103.95,11793.65,11822.1,-46.4,-.39,115784924,4759.1,20.05,3.08,1.56
Nifty MNC,11-03-2026,30659.15,30778.85,30139.15,30210.9,-395.3,-1.29,57880633,5092.85,37.37,8.67,1.54
Nifty Pharma,11-03-2026,23311.75,23540.9,23283.1,23348.05,94.4,.41,21875736,2871.24,34.94,5.09,.67
Nifty PSU Bank,11-03-2026,9038.85,9060.7,8826.65,8848.4,-165.4,-1.83,91658307,2034.03,8.78,1.45,2.17
Nifty Realty,11-03-2026,746.9,754.3,729.6,731.4,-12.75,-1.71,9629090,864.11,32.94,3.54,.41
