Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,12-04-2023,17759.55,17825.75,17717.25,17812.4,90.1,.51,232816318,22851.93,20.97,4.17,1.39
Nifty Next 50,12-04-2023,38482.35,38588.45,38403.1,38560.9,181.25,.47,171466130,6502.67,26.16,4.29,2
Nifty 100,12-04-2023,17582.8,17638.95,17539.95,17626.9,86.1,.49,404282448,29354.6,21.74,4.23,1.44
Nifty 200,12-04-2023,9214.35,9245.5,9194,9239.65,47.1,.51,812293356,37699.42,21.8,3.95,1.43
Nifty 500,12-04-2023,14902.2,14949.9,14871.9,14941.55,74.3,.5,1196592192,45447.49,21.7,3.9,1.4
Nifty Midcap 50,12-04-2023,8621.05,8661.25,8615.85,8646.4,38.55,.45,185373348,4274.27,22.09,2.51,1.41
NIFTY Midcap 100,12-04-2023,30691.35,30838.9,30659.55,30824.05,200.55,.65,408010908,8344.82,22.25,2.74,1.36
NIFTY Smallcap 100,12-04-2023,9286.75,9332.8,9270.25,9310.75,49.2,.53,248385047,4091.36,16.77,2.85,1.51
Nifty50 Dividend Points,12-04-2023,-,-,-,0.0,0.0,-,-,-,-,-,-
Nifty Auto,12-04-2023,12759,12897.65,12751.75,12862.2,120.15,.94,46436613,3015.49,32.55,4.98,1.03
Nifty Bank,12-04-2023,41426,41610.15,41332,41557.95,191.45,.46,142985802,8208.97,15.93,2.69,.69
Nifty Energy,12-04-2023,23396.7,23435.4,23181.4,23233.1,-64.1,-.28,60421008,3807.72,12.27,2.12,3.27
Nifty Financial Services,12-04-2023,18618.45,18726.75,18587.05,18702.05,113.5,.61,109199699,9673.07,17.64,3.63,.76
Nifty FMCG,12-04-2023,46380.95,46401,46008.8,46112.6,-157.1,-.34,20772024,1678.79,41.5,11.45,1.71
Nifty IT,12-04-2023,28773.4,29031.05,28578.1,28980.3,304.55,1.06,16265815,2584.81,25.56,8.11,2.57
Nifty Media,12-04-2023,1748.95,1751.85,1733.25,1735.35,-10.05,-.58,17372864,200.14,-,2.66,.74
Nifty Metal,12-04-2023,5699.2,5709.7,5670.9,5695.55,27.3,.48,76386895,2140.03,11.79,1.78,5.38
Nifty MNC,12-04-2023,19354.95,19371.05,19304.7,19333.5,6.2,.03,31470834,2543.77,33.31,7.07,3.1
Nifty Pharma,12-04-2023,12337.8,12581.1,12315,12574.2,274.2,2.23,50441947,3947,33.01,4.3,.95
Nifty PSU Bank,12-04-2023,3783.35,3785.75,3736.45,3750.25,-24.1,-.64,98251594,1775.24,8.55,1,1.72
Nifty Realty,12-04-2023,421.25,425.1,418.95,420.45,0.3,.07,19494317,698.72,38.1,3.13,.33
Nifty India Consumption,12-04-2023,7304.9,7314.4,7279.9,7304.85,16.15,.22,56015691,5347.38,37.9,7.94,1.1
Nifty Commodities,12-04-2023,5707.45,5715.3,5678.55,5690.95,3.4,.06,131304310,6336.61,13.84,2.18,3.17
Nifty Dividend Opportunities 50,12-04-2023,3943.95,3945.2,3924.6,3939.6,7.4,.19,206617130,6763.79,15.07,2.78,4.02
Nifty Infrastructure,12-04-2023,5229.15,5242.05,5214.1,5221.8,-2.9,-.06,110077781,5744.55,21.48,2.94,1.5
Nifty PSE,12-04-2023,4595.85,4597.7,4570.3,4578.35,-12.95,-.28,133387104,1911.19,8.76,1.46,4.91
Nifty Services Sector,12-04-2023,23561.1,23668.85,23474.65,23643.65,152.8,.65,159948354,14220.32,19.99,4.18,1.32
Nifty50 Shariah,12-04-2023,-,-,-,3801.28,31.6,.84,77486960,7377.67,21.48,5.07,2.49
Nifty500 Shariah,12-04-2023,-,-,-,4984.14,35.55,.72,341377608,17326.41,24.38,4.96,1.79
Nifty Low Volatility 50,12-04-2023,-,-,-,15881.03,94.89,.6,135892491,16606.13,29.04,4.83,1.56
Nifty Alpha 50,12-04-2023,26377.25,26414.8,26318.6,26383.2,57.1,.22,255074597,5160.57,15.35,2.21,1.5
Nifty High Beta 50,12-04-2023,-,-,-,2136.02,3.12,.15,308180848,9077.28,15.64,1.73,2.02
Nifty100 Equal Weight,12-04-2023,19732.95,19779,19687.35,19766.9,94.85,.48,404282448,29354.6,23.25,4.19,1.7
Nifty100 Liquid 15,12-04-2023,4410.8,4416.05,4391.3,4411.25,6.85,.16,107129146,8632.77,19.46,3.4,1.03
Nifty CPSE,12-04-2023,3013.25,3014.05,2995.15,3003.9,-7.7,-.26,54885535,769.32,7.25,1.69,6.17
Nifty50 Value 20,12-04-2023,9354.75,9361.4,9298.65,9344.15,23.3,.25,92668305,4931.11,17.6,3.99,3.18
Nifty Midcap Liquid 15,12-04-2023,7434.65,7478.05,7434.2,7471.25,44.1,.59,39671045,1505.66,22.23,2.95,.76
Nifty Shariah 25,12-04-2023,-,-,-,6043.27,53.26,.89,83291236,7816.83,20.99,5.54,2.4
India VIX,12-04-2023,11.975,12.395,11.975,12.27,0.3,2.48,-,-,-,-,-
Nifty Growth Sectors 15,12-04-2023,8753.2,8753.8,8708.15,8744.6,18.5,.21,39049288,3829.16,33.08,8.09,2.05
Nifty50 TR 1x Inverse,12-04-2023,218.25,218.75,217.45,217.6,-1.1,-.5,-,-,-,-,-
Nifty50 TR 2x Leverage,12-04-2023,11717.75,11803,11662.75,11787.3,116.6,1,-,-,-,-,-
Nifty50 PR 1x Inverse,12-04-2023,257.9,258.5,256.95,257.1,-1.3,-.5,-,-,-,-,-
Nifty50 PR 2x Leverage,12-04-2023,8377.8,8438.75,8338.5,8427.55,83.4,1,-,-,-,-,-
NIFTY100 Quality 30,12-04-2023,3873.75,3900.55,3865.9,3897.5,31.3,.81,64830710,10293.55,25.45,7.8,2.12
Nifty India New Age Consumption,12-04-2023,-,-,-,5913.51,32.46,.55,196928600,6085.26,65.58,0,.7
Nifty India Railways PSU,12-04-2023,-,-,-,1533.18,-2.74,-.18,90886557,987.02,12.46,0,3.35
Nifty Rural,12-04-2023,-,-,-,9678.76,-2.24,-.02,239624056,11173.01,25.41,0,1.19
Nifty India Select 5 Corporate Groups (MAATR),12-04-2023,-,-,-,23576.08,109.25,.47,173646300,8795.39,23.33,0,1.09
Nifty Top 20 Equal Weight,12-04-2023,-,-,-,6421.38,15.2,.24,120559996,14759.63,23.73,0,1.17
Nifty Top 15 Equal Weight,12-04-2023,-,-,-,7423.9,13.29,.18,110468756,13548.2,23.64,0,1.11
Nifty Capital Markets,12-04-2023,-,-,-,1184.05,7.68,.65,15363234,557.72,25.49,0,2.14
