Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,06-01-2026,26189.7,26273.95,26124.75,26178.7,-71.6,-.27,383040203,34567.52,22.79,3.56,1.28
Nifty Next 50,06-01-2026,70529.25,70670.15,70228.8,70602.1,188.7,.27,202620610,9283.76,20.54,3.67,1.39
Nifty 100,06-01-2026,26813.55,26892.6,26742.15,26808.75,-49.4,-.18,585660813,43851.28,22.39,3.58,1.3
Nifty 200,06-01-2026,14626.6,14663.3,14574,14615.75,-27.15,-.19,1807613498,63262.8,23.9,3.71,1.21
Nifty 500,06-01-2026,24042.9,24089.75,23941.4,24010.5,-47.95,-.2,2680293138,83790.81,24.59,3.73,1.14
Nifty Midcap 50,06-01-2026,17499.5,17519.35,17392.95,17471.35,-10.95,-.06,293146895,10011.5,34.15,4.66,.78
NIFTY Midcap 100,06-01-2026,61347.5,61393.3,60866.3,61148.55,-117.15,-.19,1221952685,19411.52,34.22,4.44,.78
NIFTY Smallcap 100,06-01-2026,18000.65,18000.65,17812.05,17887.85,-38.55,-.22,575831841,11712.17,32.5,3.87,.74
Nifty50 Dividend Points,06-01-2026,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,06-01-2026,28923.45,28997.3,28812.55,28922.35,28.2,.1,52762984,3521.09,31.41,4.96,1.09
Nifty Bank,06-01-2026,59957.8,60305,59844.8,60118.4,74.2,.12,295387172,11182.59,16.55,2.21,.97
Nifty Energy,06-01-2026,35992.7,36039.5,35668.2,35849.15,-200.9,-.56,253690297,8741.43,15.36,2.34,2.28
Nifty Financial Services,06-01-2026,27836.75,28041.2,27801.6,27945.1,93.65,.34,125781483,13090.65,18.1,2.94,.83
Nifty FMCG,06-01-2026,53538.8,53637.75,53152.7,53561.95,120.85,.23,94291569,4548.65,39.34,9.67,2.07
Nifty IT,06-01-2026,37712.05,38053.1,37680.7,37977.4,206.25,.55,16607583,2989.29,26.72,7.06,2.95
Nifty Media,06-01-2026,1474.8,1475.25,1453.25,1456.6,-15.4,-1.05,20050905,400.12,59.64,1.53,1.28
Nifty Metal,06-01-2026,11533,11652.7,11475.6,11524.05,33.25,.29,192547618,7716.52,20.55,3,1.58
Nifty MNC,06-01-2026,31021.7,31080.7,30873.75,31048.35,74.45,.24,31391182,3760.92,37.7,9.01,1.47
Nifty Pharma,06-01-2026,22791.05,23149.95,22764.85,23126.85,383.45,1.69,17554414,2621.68,34.17,5,.67
Nifty PSU Bank,06-01-2026,8761.25,8856.85,8738.65,8790.95,51.15,.59,130433720,2599.75,9.01,1.44,2.12
Nifty Realty,06-01-2026,920.15,920.35,910.05,914.35,-3.05,-.33,8285584,872.57,42.14,4.42,.33
Nifty India Consumption,06-01-2026,12283.5,12303.15,12230.6,12274.65,-8.55,-.07,165963656,14735.85,40.73,8.29,1.05
Nifty Commodities,06-01-2026,9741.35,9754.8,9666.35,9700.2,-36.6,-.38,187966671,10271.11,17.07,2.31,1.76
Nifty Dividend Opportunities 50,06-01-2026,6385,6412.95,6372.05,6397.35,12.3,.19,487476488,17115.01,15.04,2.98,3.01
Nifty Infrastructure,06-01-2026,9711.55,9719.1,9587.15,9611.6,-115.05,-1.18,186775030,12384.81,21.68,3.15,1.08
Nifty PSE,06-01-2026,10109.9,10148.25,10041.6,10095.85,-33.5,-.33,158922424,4317.31,11.51,2.03,3.13
Nifty Services Sector,06-01-2026,33720.15,33963.45,33680.5,33878.5,59.85,.18,202812926,19771.59,21.68,3.57,1.3
Nifty50 Shariah,06-01-2026,4837.4,4877.1,4830.4,4874.2,25.35,.52,65440624,8471,25.38,4.69,2.1
Nifty500 Shariah,06-01-2026,7227.75,7243.9,7209.25,7238.85,10.25,.14,514081012,28273.78,28.52,4.89,1.43
Nifty Low Volatility 50,06-01-2026,25817.5,25981.35,25793.9,25973.7,162.6,.63,238871855,27296.8,31.89,5.23,1.21
Nifty Alpha 50,06-01-2026,51008.6,51244.55,50711.3,50958.7,138.15,.27,163963614,13695.82,33.48,4.41,.57
Nifty High Beta 50,06-01-2026,4055.25,4072.6,4011.65,4033.4,-10.35,-.26,1041645650,13558.34,25.51,3.13,1.06
Nifty100 Equal Weight,06-01-2026,34434,34543.55,34356.6,34481.75,55.5,.16,585660813,43851.28,23.21,3.84,1.3
Nifty100 Liquid 15,06-01-2026,7632.4,7644.15,7539.9,7563.1,-85.55,-1.12,169335277,15612.02,23.33,3.42,.86
Nifty CPSE,06-01-2026,6575.85,6630.7,6567,6599.7,-3.15,-.05,92377475,2148.05,13.76,2.12,3.06
Nifty50 Value 20,06-01-2026,13304.5,13416.85,13290.45,13373.45,80.35,.6,193904458,14028.66,17.46,3.08,2.06
Nifty Midcap Liquid 15,06-01-2026,16157.8,16214.8,16056.4,16120.9,-19.8,-.12,196996232,5156.65,36.91,4.58,.61
Nifty Shariah 25,06-01-2026,8455.25,8502.95,8437.65,8498.45,52.1,.62,42978055,6245.11,29.86,5.38,1.86
India VIX,06-01-2026,10.0225,10.285,9.6475,10.02,-0.01,-.05,-,-,-,-,-
Nifty Growth Sectors 15,06-01-2026,12624.55,12762.15,12615.45,12751.1,123.85,.98,21559036,5358.89,33.03,7.59,1.73
Nifty50 TR 1x Inverse,06-01-2026,163.4,163.8,162.9,163.5,0.5,.31,-,-,-,-,-
Nifty50 TR 2x Leverage,06-01-2026,22077.7,22218.8,21969.3,22059.15,-124.2,-.56,-,-,-,-,-
Nifty50 PR 1x Inverse,06-01-2026,199.75,200.2,199.1,199.8,0.55,.28,-,-,-,-,-
Nifty50 PR 2x Leverage,06-01-2026,14754.3,14848.6,14681.85,14741.9,-83.0,-.56,-,-,-,-,-
NIFTY100 Quality 30,06-01-2026,5910,5947.85,5902.5,5945.9,43.2,.73,133266263,10487.97,32.61,8.18,1.84
Nifty 50 Futures Index,06-01-2026,-,-,-,6665.65,-11.72,-.18,-,-,-,-,-
Nifty 50 Arbitrage,06-01-2026,-,-,-,2611.32,-1.53,-.06,-,-,-,-,-
Nifty 50 Futures TR Index,06-01-2026,-,-,-,28039.08,-44.72,-.16,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,06-01-2026,-,-,-,40208.27,-74.2,-.18,4566488,728.23,30.75,5.05,1.23
Nifty India Corporate Group Index - Tata Group,06-01-2026,-,-,-,16441.98,15.27,.09,73955999,5978.28,31.39,6.11,2.09
Nifty India Corporate Group Index - Aditya Birla Group,06-01-2026,-,-,-,9379.31,60.81,.65,718221219,2475.74,90.16,3.23,.45
Nifty Conglomerate 50,06-01-2026,-,-,-,15171.97,-82.25,-.54,866179762,17274.95,29.56,4,1.02
Nifty India Infrastructure & Logistics,06-01-2026,11576.65,11596.7,11486.15,11523.5,-51.2,-.44,1039643583,13881.99,30.59,4.11,.86
Nifty India FPI 150,06-01-2026,1634.4,1636.9,1626.95,1631.75,-3.8,-.23,869925929,54513.86,25.08,3.95,1.22
Nifty Waves,06-01-2026,2103.15,2103.6,2087,2091.2,-14.05,-.67,26984999,427.27,-,2.51,.69
Nifty500 Healthcare,06-01-2026,18847.55,19106.95,18829.5,19089.5,269.95,1.43,33330904,4782.39,38.93,5.74,.53
