Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,06-02-2026,25605.8,25703.95,25491.9,25693.7,50.9,.2,375476124,29777.45,22.26,3.49,1.28
Nifty Next 50,06-02-2026,68772.65,69128.55,68166.65,69058.4,88.0,.13,257676395,12491.24,19.98,3.58,1.4
Nifty 100,06-02-2026,26204.25,26309.25,26069.5,26297.3,49.0,.19,633152519,42268.69,21.85,3.51,1.3
Nifty 200,06-02-2026,14270.1,14323.55,14182.25,14316.0,21.25,.15,1699125409,64484.97,23.28,3.63,1.21
Nifty 500,06-02-2026,23366.5,23447,23211.4,23434.0,22.3,.1,2281330748,84985.49,23.74,3.64,1.15
Nifty Midcap 50,06-02-2026,17029.1,17043.5,16838.05,17023.3,-61.65,-.36,263126080,10147.19,33.37,4.54,.81
NIFTY Midcap 100,06-02-2026,59400.75,59573.6,58757.8,59502.7,-14.4,-.02,1065972890,22216.28,32.96,4.33,.81
NIFTY Smallcap 100,06-02-2026,16914.4,16956.95,16705.35,16938.65,-45.25,-.27,305878089,12417.53,30.15,3.66,.77
Nifty50 Dividend Points,06-02-2026,-,-,-,271.2,0.0,-,-,-,-,-,-
Nifty Auto,06-02-2026,27602.55,27643.45,27307.55,27519.55,-144.95,-.52,61885489,4118.32,29.57,4.72,1.14
Nifty Bank,06-02-2026,59967.1,60149.9,59644.55,60120.55,56.9,.09,204838843,7267.23,16.26,2.15,.97
Nifty Energy,06-02-2026,36215.25,36496.2,36077.9,36451.7,221.35,.61,311584614,9405.82,15.6,2.37,2.08
Nifty Financial Services,06-02-2026,27658.15,27822.6,27531.35,27807.1,117.75,.43,127627301,10948.58,17.95,2.93,.85
Nifty FMCG,06-02-2026,50667.85,51935.55,50383.9,51882.75,1151.1,2.27,85976403,3810.88,37.24,9.31,2.2
Nifty IT,06-02-2026,36079.85,36105.85,35211.95,35611.05,-532.25,-1.47,41067046,6004.2,25.3,6.61,2.97
Nifty Media,06-02-2026,1393,1393.6,1376.25,1390.75,-2.25,-.16,38646935,734.85,29.98,1.46,1.39
Nifty Metal,06-02-2026,11823.75,11959.55,11756,11943.15,21.95,.18,154233049,6151.44,20.55,3.11,1.58
Nifty MNC,06-02-2026,30592.8,31022.95,30491.4,30983.05,319.5,1.04,39376586,6189.66,38.82,8.9,1.55
Nifty Pharma,06-02-2026,22094.5,22103.95,21810.25,21961.35,-158.55,-.72,13247071,1733.17,33.21,4.78,.67
Nifty PSU Bank,06-02-2026,8902.45,8937.05,8758.3,8876.2,-45.5,-.51,96690835,1982.31,8.88,1.45,2.16
Nifty Realty,06-02-2026,819.1,826.1,807.45,824.85,5.15,.63,9988131,1009.18,37.27,3.99,.36
Nifty India Consumption,06-02-2026,11709.45,11811.45,11618.65,11799.85,82.7,.71,162764354,12857.34,39.2,7.96,1.12
Nifty Commodities,06-02-2026,9838.55,9902.4,9801.6,9894.65,14.45,.15,190744862,7458.84,17.18,2.35,1.63
Nifty Dividend Opportunities 50,06-02-2026,6343.55,6381.2,6288.95,6374.75,13.75,.22,454156751,18437.03,14.91,2.96,2.92
Nifty Infrastructure,06-02-2026,9486.15,9548.4,9453.15,9541.0,38.6,.41,237580703,11394.27,21.67,3.13,1.06
Nifty PSE,06-02-2026,10323.85,10352.3,10250.8,10345.9,0.0,0,208592218,6057.87,11.58,2.07,2.93
Nifty Services Sector,06-02-2026,33341.8,33414.3,33141.55,33394.6,8.2,.02,239551956,21290.23,21.48,3.52,1.28
Nifty50 Shariah,06-02-2026,4705.8,4710.05,4649,4697.35,-19.0,-.4,73698330,8135.56,24.7,4.52,2.1
Nifty500 Shariah,06-02-2026,7001.05,7006.95,6926.4,7002.35,-14.45,-.21,477454480,28188.53,27.29,4.73,1.44
Nifty Low Volatility 50,06-02-2026,25150.6,25268.7,24990.05,25255.4,67.0,.27,237374183,24422.17,30.79,5.08,1.23
Nifty Alpha 50,06-02-2026,49263.15,49821.05,48829.2,49765.6,593.7,1.21,229702463,20222.12,31.51,4.3,.6
Nifty High Beta 50,06-02-2026,3810.1,3831.15,3757.75,3826.05,-6.5,-.17,922561177,17189.66,23.38,2.97,1.18
Nifty100 Equal Weight,06-02-2026,33758.1,33866.75,33494.55,33844.4,18.0,.05,633152519,42268.69,22.68,3.76,1.3
Nifty100 Liquid 15,06-02-2026,7474.25,7524,7433.85,7517.1,47.15,.63,172752752,11738.84,23.17,3.4,.86
Nifty CPSE,06-02-2026,6900.75,6916.2,6850.15,6910.85,-7.3,-.11,84931726,2350.8,14.28,2.22,2.78
Nifty50 Value 20,06-02-2026,13084.9,13157.05,13020.6,13149.8,42.05,.32,221491672,14238.13,17.18,3.03,2.01
Nifty Midcap Liquid 15,06-02-2026,15793.3,15811.15,15581.1,15734.0,-129.6,-.82,164771494,5504.78,38.59,4.47,.63
Nifty Shariah 25,06-02-2026,8247.7,8253.55,8150.95,8243.4,-25.85,-.31,54147931,7141.62,29.66,5.22,1.86
India VIX,06-02-2026,12.1675,12.345,11.16,11.94,-0.23,-1.87,-,-,-,-,-
Nifty Growth Sectors 15,06-02-2026,11962.4,11983,11826.6,11955.65,-16.55,-.14,41670493,7695.15,31.28,7.11,1.77
Nifty50 TR 1x Inverse,06-02-2026,167.45,168.15,166.8,166.85,-0.35,-.21,-,-,-,-,-
Nifty50 TR 2x Leverage,06-02-2026,21011.95,21172.45,20825.2,21156.4,87.65,.42,-,-,-,-,-
Nifty50 PR 1x Inverse,06-02-2026,204.8,205.7,204,204.1,-0.35,-.17,-,-,-,-,-
Nifty50 PR 2x Leverage,06-02-2026,14018,14125.05,13893.35,14114.35,54.1,.38,-,-,-,-,-
NIFTY100 Quality 30,06-02-2026,5682.65,5690.55,5620.65,5686.8,-5.95,-.1,151303246,12670.14,30.93,7.81,1.86
Nifty 50 Futures TR Index,06-02-2026,-,-,-,27426.45,15.25,.06,-,-,-,-,-
Nifty 50 Futures Index,06-02-2026,-,-,-,6487.05,2.55,.04,-,-,-,-,-
Nifty 50 Arbitrage,06-02-2026,-,-,-,2634.89,3.11,.12,-,-,-,-,-
Nifty India Corporate Group Index - Tata Group,06-02-2026,-,-,-,15628.38,-115.9,-.74,59640842,4210.55,30.43,5.81,1.94
Nifty India Corporate Group Index - Tata Group 25% Cap,06-02-2026,15100.55,15127.65,14930.9,15091.75,-69.15,-.46,53133005,3949.43,33.08,4.78,1.49
Nifty Private Bank,06-02-2026,28731.55,28961.65,28698.3,28944.15,182.6,.63,153268964,5741.57,20.27,2.28,.54
Nifty Smallcap 250,06-02-2026,15870.4,15880.4,15689.9,15864.5,-54.65,-.34,505650159,18051.78,26.19,3.39,.75
Nifty Smallcap 50,06-02-2026,8246.65,8276.5,8136.9,8266.0,-19.1,-.23,128592496,7044.34,30.03,3.66,.81
Nifty Midcap 150,06-02-2026,21881.15,21950.1,21663.3,21926.85,-4.65,-.02,1142528070,24665.01,32.6,4.44,.83
Nifty Midcap Select,06-02-2026,13657.25,13670,13488.8,13644.9,-55.6,-.41,178624522,6862.1,29.42,4.5,.82
NIFTY LargeMidcap 250,06-02-2026,16552.1,16610.25,16428.15,16598.8,13.75,.08,1775680589,66933.71,26.16,3.92,1.06
