Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,16-01-2026,25696.05,25873.5,25662.4,25694.35,28.75,.11,434041776,37156.05,22.4,3.49,1.37
Nifty Next 50,16-01-2026,68867.35,69358.6,68593.15,68857.9,71.0,.1,270921591,13031.29,20.02,3.58,1.43
Nifty 100,16-01-2026,26287.4,26468.7,26248.45,26285.3,29.0,.11,704963367,50187.33,21.97,3.51,1.38
Nifty 200,16-01-2026,14326.75,14428.3,14306.4,14326.6,17.2,.12,2010522779,74075.84,23.43,3.64,1.27
Nifty 500,16-01-2026,23502.85,23652.7,23455.5,23485.3,9.45,.04,2936679815,95044.95,24.06,3.65,1.2
Nifty Midcap 50,16-01-2026,17078.65,17259.15,17078.65,17146.2,91.95,.54,571932232,16011.45,33.51,4.57,.8
NIFTY Midcap 100,16-01-2026,59850.95,60327.9,59715.05,59867.8,97.3,.16,1305559412,23888.5,33.34,4.35,.8
NIFTY Smallcap 100,16-01-2026,17427.7,17495,17340,17362.3,-48.55,-.28,599525045,13135.7,31.61,3.75,.73
Nifty50 Dividend Points,16-01-2026,-,-,-,264.68,0.0,-,-,-,-,-,-
Nifty Auto,16-01-2026,27642.45,27977.15,27516.25,27596.25,-125.6,-.45,60250382,4965.73,29.97,4.73,1.14
Nifty Bank,16-01-2026,59590.35,60235.15,59510.5,60095.15,515.0,.86,478076895,14036.92,16.55,2.2,.97
Nifty Energy,16-01-2026,34614.35,34745.3,34246.85,34346.35,-275.9,-.8,412067060,9186.24,14.71,2.24,2.37
Nifty Financial Services,16-01-2026,27501.25,27723.4,27478.8,27523.15,21.75,.08,169112339,14945.3,17.83,2.9,.85
Nifty FMCG,16-01-2026,52510.9,52601.45,52038.6,52142.5,-116.15,-.22,47136445,2908.66,38.3,9.41,2.12
Nifty IT,16-01-2026,38433.35,39139.5,38390.5,39086.65,1263.95,3.34,48915877,8215.13,27.83,7.26,3.32
Nifty Media,16-01-2026,1414.4,1416.95,1403.35,1410.55,-4.9,-.35,14997646,237.18,57.75,1.48,1.32
Nifty Metal,16-01-2026,11696.25,11729.65,11551.5,11600.05,-61.35,-.53,158224381,6888.35,20.69,3.02,1.57
Nifty MNC,16-01-2026,30462.1,30595.95,30315.35,30436.2,-39.2,-.13,68751928,6516.18,36.95,8.83,1.5
Nifty Pharma,16-01-2026,22456.6,22484.35,22175.2,22217.05,-288.35,-1.28,22142755,2992.28,32.83,4.81,.69
Nifty PSU Bank,16-01-2026,8926.75,9071.75,8923.75,9014.25,103.6,1.16,240700832,4131.64,9.22,1.47,2.07
Nifty Realty,16-01-2026,853,867.65,847.7,853.0,2.95,.35,12743693,1239.07,39.31,4.13,.35
Nifty India Consumption,16-01-2026,11960.8,12033.85,11886.35,11906.65,-82.9,-.69,148034784,13618.36,39.5,8.05,1.09
Nifty Commodities,16-01-2026,9621.75,9692.85,9583.05,9620.6,0.1,0,254184100,10634.73,16.93,2.29,1.77
Nifty Dividend Opportunities 50,16-01-2026,6388.2,6439.45,6382.4,6409.65,62.5,.98,527018831,22697.96,15.11,2.98,3.18
Nifty Infrastructure,16-01-2026,9244.6,9319.25,9233.25,9252.4,-5.95,-.06,297044738,12352.75,20.87,3.03,1.12
Nifty PSE,16-01-2026,9955.9,9998.85,9865.25,9909.45,-26.2,-.26,241302600,6018.15,11.3,1.99,3.19
Nifty Services Sector,16-01-2026,33486.5,33733.3,33441.25,33573.0,162.3,.49,322514518,26588.84,21.53,3.54,1.41
Nifty50 Shariah,16-01-2026,4843.35,4883.55,4835.5,4868.9,61.15,1.27,76927258,10465.18,25.52,4.69,2.36
Nifty500 Shariah,16-01-2026,7103.45,7147.95,7090.45,7104.8,26.2,.37,551721733,29180.77,28.08,4.8,1.58
Nifty Low Volatility 50,16-01-2026,25427.85,25617.05,25396.5,25450.9,7.25,.03,237890803,29405.31,31.29,5.13,1.29
Nifty Alpha 50,16-01-2026,49821.4,50202,49712.3,49829.2,41.95,.08,236908952,19518.32,32.73,4.31,.59
Nifty High Beta 50,16-01-2026,3927.8,3962.25,3900.55,3914.5,-9.05,-.23,945522532,17356.08,24.19,3.04,1.09
Nifty100 Equal Weight,16-01-2026,33672.85,33923.35,33562.65,33648.8,-23.25,-.07,704963367,50187.33,22.66,3.74,1.36
Nifty100 Liquid 15,16-01-2026,7403.8,7465.45,7383.35,7390.7,-24.35,-.33,209094503,14116.99,22.8,3.34,.88
Nifty CPSE,16-01-2026,6583.4,6595.9,6492.5,6522.25,-58.15,-.88,150596249,3068.1,13.6,2.09,3.09
Nifty50 Value 20,16-01-2026,13339.7,13397,13293.55,13323.05,70.95,.54,184942190,16021.37,17.44,3.07,2.22
Nifty Midcap Liquid 15,16-01-2026,15923.35,16085.95,15850.55,15912.3,17.75,.11,330705013,7730.53,36.43,4.52,.62
Nifty Shariah 25,16-01-2026,8340.9,8448.1,8338.1,8401.25,37.1,.44,70108158,9348.92,29.73,5.32,2.11
India VIX,16-01-2026,11.32,11.575,10.875,11.37,0.05,.46,-,-,-,-,-
Nifty Growth Sectors 15,16-01-2026,12471.85,12573.05,12448.7,12478.95,68.45,.55,52786349,10561.44,32.54,7.42,2.02
Nifty50 TR 1x Inverse,16-01-2026,166.65,166.9,165.5,166.7,-0.2,-.12,-,-,-,-,-
Nifty50 TR 2x Leverage,16-01-2026,21244,21535.7,21189.1,21241.15,66.8,.32,-,-,-,-,-
Nifty50 PR 1x Inverse,16-01-2026,203.8,204.1,202.4,203.85,-0.15,-.07,-,-,-,-,-
Nifty50 PR 2x Leverage,16-01-2026,14180.05,14374.95,14143.3,14178.1,27.5,.19,-,-,-,-,-
NIFTY100 Quality 30,16-01-2026,5867.3,5897.1,5834.85,5852.95,3.8,.06,130554052,15020.45,32.23,8.05,1.99
Nifty India Corporate Group Index - Mahindra Group,16-01-2026,-,-,-,39513.01,511.34,1.31,8434688,1575.18,30.22,4.96,1.25
Nifty India Corporate Group Index - Tata Group,16-01-2026,-,-,-,16205.44,20.31,.13,60608586,4140.34,31.71,6.03,2.87
Nifty India Corporate Group Index - Aditya Birla Group,16-01-2026,-,-,-,9280.48,-15.15,-.16,568761513,2000.08,89.21,3.19,.46
Nifty Conglomerate 50,16-01-2026,-,-,-,14752.46,8.57,.06,710670182,15364.81,28.85,3.89,1.19
Nifty India Infrastructure & Logistics,16-01-2026,11064.85,11124.65,10995.55,11022.5,-55.1,-.5,1102881727,16762.95,29.31,3.94,.89
Nifty India FPI 150,16-01-2026,1598.35,1610.2,1595.8,1598.7,3.1,.19,1209088175,64533.2,24.61,3.87,1.3
Nifty Waves,16-01-2026,2042.65,2049.95,2021.95,2027.85,-12.4,-.61,21596859,255.45,-,2.44,.72
Nifty500 Healthcare,16-01-2026,18492.95,18548,18352.15,18373.2,-213.55,-1.15,33543488,4521.89,37.47,5.53,.55
Nifty India Corporate Group Index - Tata Group 25% Cap,16-01-2026,15290.9,15386.5,15215.45,15240.15,-8.65,-.06,52198162,3805.59,33.45,4.82,2.05
Nifty Private Bank,16-01-2026,28584.9,28777.65,28538.85,28689.55,127.7,.45,362467807,10655.45,20.12,2.26,.54
Nifty Smallcap 250,16-01-2026,16297.1,16340.35,16185.7,16207.3,-76.3,-.47,834913003,18445.45,28.57,3.46,.72
Nifty Smallcap 50,16-01-2026,8537.55,8574.3,8488.3,8505.35,-14.9,-.17,138716783,6009.51,31.42,3.77,.74
Nifty Midcap 150,16-01-2026,21991.55,22133.05,21924.3,21975.1,9.65,.04,1396803445,26412.17,32.95,4.44,.8
Nifty Midcap Select,16-01-2026,13727.5,13844.8,13657.85,13697.85,-8.05,-.06,395874422,10523.66,29.07,4.52,.81
NIFTY LargeMidcap 250,16-01-2026,16620.05,16730.6,16585.15,16613.2,12.85,.08,2101766812,76599.5,26.37,3.92,1.09
NIFTY SME EMERGE,16-01-2026,13650.45,13759.85,13650.45,13667.85,50.55,.37,-,-,25.66,3.86,.24
