Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,04-11-2021,17935.05,17947.55,17900.6,17916.8,87.6,.49,48520856,3637.06,26.11,4.49,1.1
Nifty Next 50,04-11-2021,43165.85,43265.85,43052.85,43099.35,226.85,.53,71071873,1222.64,25.86,4.38,1.12
Nifty 100,04-11-2021,18176.7,18188.2,18139.9,18156.15,89.2,.49,119592729,4859.71,26.24,4.49,1.09
Nifty 200,04-11-2021,9511.05,9519.2,9494.05,9502.4,50.35,.53,248093021,7277.86,26.77,4.37,1.07
Nifty 500,04-11-2021,15380.95,15396.85,15363.35,15376.9,94.15,.62,369458204,9759.75,27.32,4.37,1.04
Nifty Midcap 50,04-11-2021,8790.85,8814.85,8778.05,8789.25,63.1,.72,84956436,1519.7,30.88,3.39,1.02
NIFTY Midcap 100,04-11-2021,31426.4,31507.65,31411.8,31442.65,245.15,.79,128500292,2418.15,30.77,3.71,.91
NIFTY Smallcap 100,04-11-2021,11000,11050.15,10990.55,11039.65,141.25,1.3,59932407,1065.51,29.26,3.97,.83
Nifty50 Dividend Points,04-11-2021,-,-,-,140.43,0.0,-,-,-,-,-,-
Nifty Auto,04-11-2021,11480.8,11590.2,11471,11569.8,168.6,1.48,11350640,924.3,82.45,4.81,1.04
Nifty Bank,04-11-2021,39669.1,39734.7,39514.15,39573.7,171.65,.44,38771464,1174.3,25.17,2.97,.32
Nifty Energy,04-11-2021,23648.35,23723.65,23551.3,23584.05,94.6,.4,23663636,690.07,12.01,2.15,3.26
Nifty Financial Services,04-11-2021,19031.6,19056.8,18971.2,18994.2,64.1,.34,18106728,1371.51,25.39,4.09,.48
Nifty FMCG,04-11-2021,38695.6,38769.1,38627.7,38710.1,340.0,.89,8783186,373.79,41.07,9.68,2.04
Nifty IT,04-11-2021,35403,35452.35,35302.45,35334.25,157.15,.45,2232095,408.15,35.57,10.75,1.48
Nifty Media,04-11-2021,2318,2339.15,2317.8,2334.8,33.75,1.47,9432016,223.91,-,3.47,.47
Nifty Metal,04-11-2021,5728.3,5737.4,5688.2,5697.95,2.5,.04,21905156,546.18,8.13,2.35,2.36
Nifty MNC,04-11-2021,19410.05,19439.5,19364.1,19376.2,96.1,.5,39463391,474.43,53.44,8.29,1.69
Nifty Pharma,04-11-2021,13969.15,13969.15,13931.7,13948.2,59.9,.43,2620742,187.1,32.12,4.97,.62
Nifty PSU Bank,04-11-2021,2942.55,2963.05,2937.2,2952.95,39.45,1.35,57466255,886.78,12.68,.87,.28
Nifty Realty,04-11-2021,549.9,552.4,545.95,548.05,1.3,.24,12790956,381.6,70.04,4.26,.18
Nifty India Consumption,04-11-2021,7165.35,7184.25,7160.1,7174.45,61.3,.86,14812106,1338.34,61.27,8.32,1.17
Nifty Commodities,04-11-2021,5858.15,5866.4,5839.8,5845.4,22.6,.39,40377777,1342.3,11.18,2.52,2.45
Nifty Dividend Opportunities 50,04-11-2021,3737.75,3742.8,3733.15,3739.3,28.0,.75,48167754,1940.12,15.92,3.64,2.93
Nifty Infrastructure,04-11-2021,5185.5,5196.15,5180.4,5186.0,28.3,.55,31550249,1270.81,19.49,3.05,1.81
Nifty PSE,04-11-2021,4092.05,4094.7,4082.55,4086.25,29.2,.72,33759230,617.1,6.78,1.46,5.8
Nifty Services Sector,04-11-2021,25201.8,25214.9,25118.85,25146.3,93.1,.37,24924689,1895.95,29.17,4.88,.82
Nifty50 Shariah,04-11-2021,-,-,-,4237.64,15.97,.38,5790712,642.14,28.32,7.06,1.89
Nifty500 Shariah,04-11-2021,-,-,-,5319.64,31.63,.6,41870403,2347.22,29.96,6.76,1.45
Nifty Low Volatility 50,04-11-2021,-,-,-,16326.36,92.3,.57,20256192,1401.76,26.16,5.24,1.83
Nifty Alpha 50,04-11-2021,32401.6,32509.15,32320.05,32359.3,218.55,.68,37562954,1553.27,33.42,6.84,.52
Nifty High Beta 50,04-11-2021,-,-,-,2278.92,15.66,.69,129768796,3171.54,21.35,1.98,1.16
Nifty100 Equal Weight,04-11-2021,21214.2,21239.25,21166.6,21184.9,121.5,.58,119592729,4859.71,21.68,3.63,1.51
Nifty100 Liquid 15,04-11-2021,4607.1,4612.5,4595.9,4601.25,22.95,.5,17479972,1327.74,23.82,3.12,.87
Nifty CPSE,04-11-2021,2322.9,2326.3,2315.5,2318.9,11.25,.49,10609891,113.4,7.94,1.48,4.66
Nifty50 Value 20,04-11-2021,8993.45,8996.35,8975.7,8983.05,53.25,.6,17166664,996.09,20.75,4.63,2.04
Nifty Midcap Liquid 15,04-11-2021,7651.05,7676.2,7646.4,7657.95,61.05,.8,23281196,587.8,23.84,3.28,1.06
Nifty Shariah 25,04-11-2021,-,-,-,6390.14,25.29,.4,5902705,682.55,28.25,6.01,1.59
India VIX,04-11-2021,16.125,16.4125,14.305,15.75,-0.38,-2.34,-,-,-,-,-
Nifty Growth Sectors 15,04-11-2021,7794.6,7827.2,7787.25,7816.6,73.7,.95,9584725,544.23,36.87,5.98,1.6
Nifty50 TR 1x Inverse,04-11-2021,212.1,212.5,211.95,212.3,-1.05,-.49,-,-,-,-,-
Nifty50 TR 2x Leverage,04-11-2021,12930.5,12948.15,12883,12904.35,124.35,.97,-,-,-,-,-
Nifty50 PR 1x Inverse,04-11-2021,247.05,247.5,246.85,247.3,-1.2,-.48,-,-,-,-,-
Nifty50 PR 2x Leverage,04-11-2021,9521.85,9534.85,9486.85,9502.55,91.55,.97,-,-,-,-,-
NIFTY100 Quality 30,04-11-2021,3965.35,3966.75,3957.45,3962.75,29.5,.75,14327250,1511.93,31.84,7.96,1.74
Nifty Tata Group,04-11-2021,-,-,-,13243.8,84.05,.64,38413520,1258.89,42.2,9.23,.83
Nifty Smallcap 250,04-11-2021,9640.5,9691.25,9638.05,9683.85,127.65,1.34,115484155,2170.14,29.33,3.71,.89
Nifty Midcap 150,04-11-2021,11737.1,11770.5,11731.85,11759.45,105.15,.9,131834929,2662.33,31.95,4.15,.85
Nifty Aditya Birla Group,04-11-2021,-,-,-,5745.34,-3.37,-.06,36505443,204.77,-,5.09,.44
NIFTY50 Equal Weight,04-11-2021,20081.5,20098.45,20046.6,20065.2,122.3,.61,48520856,3637.06,20.74,3.91,1.85
NIFTY200 Quality 30,04-11-2021,14997.65,15022.6,14970.15,15004.95,127.55,.86,15579262,1439.71,31.46,9.18,1.98
Nifty200 Momentum 30,04-11-2021,21005.85,21054.7,20906.2,20938.95,63.7,.31,54232669,2202.19,17.82,3.74,1.01
Nifty Oil & Gas,04-11-2021,7756.3,7770.25,7745.8,7758.35,41.4,.54,9433311,388.76,10.06,2.07,3.82
Nifty Total Market,04-11-2021,-,-,-,8549.89,54.32,.64,0,0,27.51,4.25,1.04
Nifty Tata Group 25% Cap,04-11-2021,-,-,-,10936.33,60.5,.56,22285137,935.04,37.95,5.32,.73
Nifty MidSmallcap 400,04-11-2021,10982.95,11021.9,10978.85,11012.7,113.0,1.04,247319084,4832.46,31.09,4,.87
NIFTY Alpha Low-Volatility 30,04-11-2021,17428.4,17449.55,17393.65,17411.15,87.95,.51,4784468,763.11,38.69,8.53,1.21
NIFTY Quality Low-Volatility 30,04-11-2021,-,-,-,12593.71,91.98,.74,13420765,1057.16,32.8,8.84,1.8
NIFTY Alpha Quality Low-Volatility 30,04-11-2021,-,-,-,14657.03,89.81,.62,11638715,997.47,39.83,9.31,1.34
NIFTY Alpha Quality Value Low-Volatility 30,04-11-2021,-,-,-,11089.15,75.75,.69,15120511,1081.4,23.46,6.08,2.31
NIFTY Midcap150 Quality 50,04-11-2021,-,-,-,18077.61,175.47,.98,8023448,596.04,32.18,8.24,1.04
Nifty Healthcare Index,04-11-2021,8700.45,8702.15,8680.95,8690.9,37.95,.44,2688993,218.31,33.62,5.32,.57
Nifty500 Multicap 50:25:25,04-11-2021,10032.8,10049.3,10026.1,10043.6,80.85,.81,369458204,9759.75,28.37,4.18,.98
NIFTY500 Value 50,04-11-2021,-,-,-,6433.47,47.29,.74,98288256,1748.76,8.77,1.39,3.73
Nifty Private Bank,04-11-2021,20454.2,20459.05,20370.6,20393.2,97.4,.48,17144803,611.81,28.09,2.99,.26
Nifty Smallcap 50,04-11-2021,5354.65,5384.65,5348.05,5377.25,74.0,1.4,24706280,591.05,33.18,3.68,.91
Nifty India Manufacturing,04-11-2021,-,-,-,8083.16,72.46,.9,42527298,2335.62,21.12,3.98,1.41
NIFTY LargeMidcap 250,04-11-2021,10050.45,10065.85,10042.9,10054.55,69.95,.7,251427658,7522.03,28.86,4.31,.97
NIFTY100 Alpha 30,04-11-2021,-,-,-,12579.44,17.46,.14,17436191,1106.79,21.54,5.77,.93
Nifty Consumer Durables,04-11-2021,29034.6,29170.4,28957.45,29078.05,228.1,.79,1287203,215.79,75.6,15.2,.35
Nifty Financial Services 25/50,04-11-2021,18975.4,18980.7,18907.2,18928.2,67.65,.36,18106728,1371.51,22.43,3.82,.74
Nifty Microcap 250,04-11-2021,-,-,-,10418.12,173.91,1.7,71286533,738.88,40.22,1.94,.84
Nifty Midcap Select,04-11-2021,-,-,-,7919.73,52.87,.67,30409478,733.93,29.28,3.46,.95
NIFTY100 Enhanced ESG,04-11-2021,-,-,-,3665.87,21.23,.58,46265632,3950.45,31.92,6.09,1.24
